idrecibo,fecha_emision,fecha_efecto,idpoliza,situacion,origen,importe_prima,importe_consorcio,importe_comision 
1725,2021-05-03,2021-05-04,1020,AN,AU,40759,24,1
1726,2021-06-15,2021-06-16,1519,AN,AU,24321,11,62
1727,2021-08-28,2021-08-29,1587,CO,MA,25624,7,60
1728,2020-11-07,2020-11-08,844,CO,MA,83074,19,82
1729,2021-01-10,2021-01-11,1734,AN,MA,97735,26,78
1730,2020-12-19,2020-12-20,1147,AN,AU,9099,21,95
1731,2021-06-24,2021-06-25,1797,CO,AU,33098,26,59
1732,2021-08-23,2021-08-24,1071,AN,AU,8110,25,47
1733,2021-12-05,2021-12-06,127,AN,MA,2350,19,62
1734,2022-06-09,2022-06-10,1781,CO,MA,46549,4,33
1735,2021-12-04,2021-12-05,1025,CO,AU,23517,9,27
1736,2022-02-21,2022-02-22,294,CO,AU,99639,10,63
1737,2021-11-01,2021-11-02,1575,CO,MA,20446,26,19
1738,2022-02-11,2022-02-12,230,CO,AU,70421,1,26
1739,2021-07-27,2021-07-28,477,CO,AU,16280,25,20
1740,2020-12-18,2020-12-19,1717,AN,MA,17516,31,7
1741,2022-02-02,2022-02-03,485,AN,MA,93337,23,49
1742,2021-02-02,2021-02-03,420,CO,MA,60527,3,41
1743,2022-02-12,2022-02-13,324,CO,AU,77256,8,66
1744,2021-10-02,2021-10-03,184,CO,AU,32924,27,62
1745,2021-05-25,2021-05-26,534,CO,AU,60967,26,77
1746,2022-02-08,2022-02-09,885,AN,AU,4479,23,96
1747,2022-03-24,2022-03-25,1413,CO,MA,1076,10,65
1748,2020-12-25,2020-12-26,627,AN,AU,13185,34,66
1749,2021-05-19,2021-05-20,1567,AN,MA,61870,8,88
1750,2021-03-07,2021-03-08,1958,CO,MA,28267,2,73
1751,2021-11-09,2021-11-10,1401,CO,MA,60592,20,56
1752,2022-03-01,2022-03-02,1082,CO,AU,67966,29,29
1753,2021-11-05,2021-11-06,1356,CO,AU,23457,25,31
1754,2020-11-11,2020-11-12,1811,CO,AU,13563,34,71
1755,2021-03-24,2021-03-25,939,AN,MA,71080,21,80
1756,2022-02-07,2022-02-08,1982,CO,AU,25016,17,20
1757,2022-01-05,2022-01-06,1173,CO,MA,15374,30,86
1758,2021-05-08,2021-05-09,370,CO,MA,36484,34,74
1759,2020-10-13,2020-10-14,1975,AN,AU,85125,20,98
1760,2022-03-30,2022-03-31,1694,CO,MA,60379,7,87
1761,2021-04-29,2021-04-30,899,CO,AU,93723,22,98
1762,2021-09-28,2021-09-29,238,AN,MA,69374,15,51
1763,2021-12-24,2021-12-25,604,AN,MA,95065,3,36
1764,2021-05-01,2021-05-02,1580,AN,AU,70177,20,58
1765,2020-10-10,2020-10-11,330,AN,AU,73449,13,86
1766,2022-03-02,2022-03-03,353,CO,MA,49013,20,36
1767,2021-03-23,2021-03-24,852,AN,MA,20423,24,97
1768,2021-07-28,2021-07-29,1746,CO,AU,36821,18,12
1769,2022-01-27,2022-01-28,701,CO,MA,81453,16,67
1770,2022-03-17,2022-03-18,1600,AN,AU,73648,6,58
1771,2020-11-01,2020-11-02,1484,AN,MA,27328,1,78
1772,2021-08-25,2021-08-26,1190,AN,MA,66532,31,48
1773,2020-12-18,2020-12-19,545,CO,MA,25254,3,31
1774,2021-07-31,2021-08-01,930,AN,MA,77647,12,48
1775,2021-10-10,2021-10-11,4,CO,AU,27064,18,3
1776,2021-08-15,2021-08-16,972,CO,MA,52964,19,69
1777,2020-11-22,2020-11-23,957,CO,AU,50871,22,6
1778,2021-12-18,2021-12-19,661,CO,MA,95121,27,53
1779,2020-12-17,2020-12-18,1365,AN,AU,36423,8,44
1780,2022-04-22,2022-04-23,896,AN,MA,87008,4,94
1781,2021-10-24,2021-10-25,1948,AN,AU,55272,11,51
1782,2021-06-10,2021-06-11,480,CO,MA,39017,24,3
1783,2021-07-22,2021-07-23,921,AN,MA,53990,16,36
1784,2022-02-26,2022-02-27,1937,CO,MA,5592,32,27
1785,2020-12-04,2020-12-05,308,CO,MA,95694,24,29
1786,2022-06-22,2022-06-23,1110,AN,AU,36610,11,75
1787,2021-12-28,2021-12-29,115,AN,MA,63892,11,44
1788,2022-05-14,2022-05-15,401,AN,AU,62917,23,18
1789,2021-05-31,2021-06-01,647,CO,MA,29268,28,66
1790,2020-11-09,2020-11-10,1499,AN,MA,93241,29,32
1791,2021-07-31,2021-08-01,1280,AN,MA,92664,32,37
1792,2021-09-25,2021-09-26,1356,AN,AU,91314,7,79
1793,2021-08-03,2021-08-04,260,AN,AU,93451,31,54
1794,2022-05-22,2022-05-23,1049,AN,MA,25845,8,4
1795,2021-12-28,2021-12-29,1388,AN,MA,40452,13,45
1796,2022-02-09,2022-02-10,196,CO,AU,95439,33,4
1797,2021-01-18,2021-01-19,891,CO,AU,45878,30,68
1798,2021-06-20,2021-06-21,1949,CO,AU,49928,30,21
1799,2022-02-12,2022-02-13,1440,AN,AU,68841,8,98
1800,2021-02-10,2021-02-11,61,CO,AU,82155,34,50
1801,2021-01-12,2021-01-13,1653,CO,AU,86216,10,45
1802,2021-01-18,2021-01-19,681,AN,AU,33503,13,29
1803,2022-05-04,2022-05-05,1879,AN,AU,45055,7,86
1804,2021-05-11,2021-05-12,1697,CO,MA,46774,10,96
1805,2021-11-02,2021-11-03,264,CO,MA,5298,19,50
1806,2022-01-08,2022-01-09,722,CO,AU,84014,11,73
1807,2021-09-30,2021-10-01,1888,AN,AU,56932,24,34
1808,2022-05-10,2022-05-11,290,AN,MA,45943,25,59
1809,2021-09-01,2021-09-02,306,AN,MA,6228,13,75
1810,2021-07-07,2021-07-08,961,CO,MA,99700,29,20
1811,2020-11-29,2020-11-30,144,CO,AU,39331,17,12
1812,2021-03-16,2021-03-17,1020,AN,MA,82324,23,44
1813,2021-06-15,2021-06-16,1651,CO,AU,44724,9,91
1814,2020-11-07,2020-11-08,1746,AN,MA,95265,19,68
1815,2021-05-27,2021-05-28,1853,AN,AU,83601,16,81
1816,2021-05-24,2021-05-25,1440,AN,AU,73764,21,88
1817,2022-06-06,2022-06-07,1978,CO,MA,64074,21,34
1818,2022-05-26,2022-05-27,832,AN,MA,75843,31,4
1819,2022-03-26,2022-03-27,316,AN,MA,28329,14,41
1820,2021-03-15,2021-03-16,1916,AN,AU,19432,10,82
1821,2020-10-11,2020-10-12,1851,AN,AU,28897,25,45
1822,2021-02-27,2021-02-28,1707,CO,MA,62198,4,25
1823,2021-10-05,2021-10-06,1553,AN,AU,94460,14,72
1824,2021-10-10,2021-10-11,397,CO,AU,28947,8,77
1825,2022-06-22,2022-06-23,477,AN,AU,32870,5,22
1826,2021-04-27,2021-04-28,77,AN,AU,94303,18,87
1827,2021-04-03,2021-04-04,762,AN,AU,38368,3,21
1828,2021-01-10,2021-01-11,547,AN,AU,95310,24,32
1829,2022-03-14,2022-03-15,1711,AN,MA,65854,2,4
1830,2021-01-14,2021-01-15,772,CO,AU,54730,16,31
1831,2022-05-28,2022-05-29,1537,CO,AU,70034,20,5
1832,2021-02-17,2021-02-18,787,CO,AU,25350,14,44
1833,2022-05-05,2022-05-06,1971,CO,AU,96588,16,26
1834,2021-12-15,2021-12-16,799,CO,AU,59121,12,75
1835,2021-01-10,2021-01-11,341,AN,AU,14488,26,53
1836,2021-02-02,2021-02-03,1590,AN,AU,88903,34,41
1837,2021-11-29,2021-11-30,762,AN,MA,77505,29,22
1838,2022-04-25,2022-04-26,1118,AN,AU,88908,14,37
1839,2021-05-06,2021-05-07,1070,AN,MA,5295,31,67
1840,2020-10-13,2020-10-14,1306,AN,AU,31491,21,89
1841,2021-03-14,2021-03-15,86,AN,MA,74979,1,40
1842,2021-01-15,2021-01-16,1072,AN,AU,33675,29,54
1843,2021-11-10,2021-11-11,1041,CO,AU,26452,27,12
1844,2021-07-06,2021-07-07,1531,AN,MA,30617,3,29
1845,2021-01-01,2021-01-02,1929,CO,MA,35156,1,17
1846,2022-03-30,2022-03-31,585,CO,MA,74397,14,3
1847,2021-04-08,2021-04-09,16,AN,MA,14305,30,57
1848,2021-07-25,2021-07-26,388,AN,AU,11775,15,96
1849,2022-03-13,2022-03-14,1485,CO,AU,37213,27,56
1850,2021-11-29,2021-11-30,1863,CO,AU,78145,8,91
1851,2022-04-07,2022-04-08,1637,AN,MA,90010,1,85
1852,2021-01-10,2021-01-11,448,CO,AU,62694,6,25
1853,2021-05-30,2021-05-31,1195,AN,MA,37277,17,67
1854,2021-08-24,2021-08-25,289,AN,MA,43158,5,59
1855,2021-03-15,2021-03-16,526,CO,MA,20736,13,49
1856,2021-06-12,2021-06-13,1655,AN,MA,1414,11,56
1857,2021-11-04,2021-11-05,1957,CO,MA,70372,14,61
1858,2022-05-07,2022-05-08,1592,AN,AU,66351,6,46
1859,2021-10-26,2021-10-27,841,CO,MA,91398,8,69
1860,2022-06-17,2022-06-18,1377,CO,MA,97251,19,81
1861,2020-12-18,2020-12-19,1075,AN,MA,11032,13,30
1862,2021-10-07,2021-10-08,1172,CO,AU,86155,21,99
1863,2022-03-01,2022-03-02,682,AN,MA,70545,29,72
1864,2021-05-13,2021-05-14,1264,CO,MA,35269,2,91
1865,2021-05-27,2021-05-28,1454,CO,MA,57322,21,67
1866,2020-12-18,2020-12-19,1721,AN,AU,15151,6,24
1867,2021-05-20,2021-05-21,820,AN,MA,46512,17,57
1868,2021-05-18,2021-05-19,1878,AN,AU,91907,28,44
1869,2022-03-24,2022-03-25,1032,AN,AU,70078,15,64
1870,2020-10-30,2020-10-31,1438,CO,MA,57805,25,8
1871,2021-03-02,2021-03-03,154,CO,AU,32685,29,55
1872,2020-11-11,2020-11-12,661,CO,MA,56661,34,18
1873,2021-01-08,2021-01-09,1934,CO,AU,30699,25,41
1874,2021-08-24,2021-08-25,1137,CO,AU,58893,24,45
1875,2020-10-22,2020-10-23,1838,AN,AU,4170,23,46
1876,2021-01-11,2021-01-12,1764,CO,MA,65261,31,9
1877,2022-04-11,2022-04-12,795,AN,MA,61131,8,7
1878,2022-04-02,2022-04-03,462,AN,AU,18117,2,49
1879,2021-11-12,2021-11-13,747,CO,MA,19753,14,55
1880,2021-01-28,2021-01-29,584,AN,MA,44612,17,49
1881,2021-04-24,2021-04-25,1721,CO,MA,1433,15,25
1882,2021-12-23,2021-12-24,284,AN,MA,58971,23,31
1883,2021-02-20,2021-02-21,1507,CO,MA,94731,33,1
1884,2021-02-21,2021-02-22,1512,AN,AU,81152,17,81
1885,2020-12-30,2020-12-31,1388,AN,MA,56910,3,72
1886,2021-10-03,2021-10-04,1653,CO,AU,64882,21,54
1887,2020-12-01,2020-12-02,1514,CO,AU,66878,19,2
1888,2021-04-07,2021-04-08,1918,CO,MA,30525,15,81
1889,2022-01-10,2022-01-11,1126,CO,MA,76766,28,22
1890,2021-12-06,2021-12-07,879,CO,AU,15360,20,48
1891,2022-03-22,2022-03-23,1014,CO,AU,34442,7,90
1892,2022-01-14,2022-01-15,703,CO,MA,21845,12,7
1893,2022-03-07,2022-03-08,899,AN,AU,66607,23,50
1894,2022-06-25,2022-06-26,330,AN,AU,64119,3,51
1895,2021-04-14,2021-04-15,1140,AN,MA,45669,1,88
1896,2021-05-06,2021-05-07,672,AN,MA,13035,24,53
1897,2021-10-03,2021-10-04,1813,CO,MA,65939,33,80
1898,2022-01-19,2022-01-20,1484,AN,MA,36311,24,66
1899,2021-03-08,2021-03-09,1094,CO,MA,40174,26,79
1900,2021-01-22,2021-01-23,319,CO,AU,73535,26,25
1901,2021-09-23,2021-09-24,1121,CO,AU,60702,20,4
1902,2021-02-16,2021-02-17,504,AN,MA,61151,2,37
1903,2021-12-30,2021-12-31,38,AN,AU,40226,14,69
1904,2022-04-16,2022-04-17,669,AN,AU,12690,27,41
1905,2021-05-22,2021-05-23,1623,AN,AU,69513,34,14
1906,2022-01-20,2022-01-21,524,AN,MA,79590,25,33
1907,2022-05-15,2022-05-16,928,AN,MA,89484,16,19
1908,2022-02-13,2022-02-14,1461,CO,MA,38981,12,73
1909,2021-10-06,2021-10-07,1909,CO,AU,50352,11,32
1910,2021-06-21,2021-06-22,791,CO,AU,55351,15,21
1911,2020-11-18,2020-11-19,289,CO,AU,48961,12,9
1912,2022-03-05,2022-03-06,755,CO,MA,30026,30,24
1913,2020-12-29,2020-12-30,1323,AN,MA,46868,16,90
1914,2021-04-26,2021-04-27,1381,AN,MA,83721,13,32
1915,2021-10-30,2021-10-31,1556,AN,MA,11571,16,83
1916,2022-02-28,2022-03-01,467,CO,MA,54468,1,43
1917,2021-06-06,2021-06-07,1125,CO,MA,40872,13,24
1918,2021-01-25,2021-01-26,1887,AN,AU,22279,27,82
1919,2022-05-18,2022-05-19,269,CO,AU,7045,27,57
1920,2022-03-19,2022-03-20,1310,CO,MA,80317,17,13
1921,2020-12-09,2020-12-10,211,AN,MA,90416,5,78
1922,2021-05-11,2021-05-12,1299,AN,AU,35705,2,95
1923,2022-06-30,2022-07-01,1839,CO,MA,90875,13,9
1924,2021-03-05,2021-03-06,1134,CO,MA,41733,1,45
1925,2021-08-01,2021-08-02,145,AN,MA,24003,30,23
1926,2021-11-14,2021-11-15,1885,CO,AU,89928,28,5
1927,2020-10-18,2020-10-19,1133,CO,MA,81159,2,74
1928,2020-11-19,2020-11-20,1212,CO,AU,43812,34,28
1929,2021-11-25,2021-11-26,1991,AN,MA,48141,6,37
1930,2021-05-18,2021-05-19,454,CO,AU,9682,24,84
1931,2021-08-21,2021-08-22,692,AN,MA,48794,19,18
1932,2021-06-30,2021-07-01,1644,AN,MA,32652,17,69
1933,2021-09-26,2021-09-27,98,CO,AU,34021,32,81
1934,2020-10-27,2020-10-28,1686,AN,MA,89409,11,71
1935,2021-10-14,2021-10-15,1596,AN,MA,47737,28,27
1936,2021-05-13,2021-05-14,1465,CO,AU,85299,7,99
1937,2021-12-29,2021-12-30,1140,AN,AU,88176,20,95
1938,2021-01-19,2021-01-20,1116,AN,AU,32159,21,16
1939,2021-07-06,2021-07-07,618,AN,MA,43858,6,91
1940,2021-10-10,2021-10-11,1496,AN,AU,70397,25,94
1941,2021-04-15,2021-04-16,1153,CO,MA,58934,23,50
1942,2021-06-27,2021-06-28,1398,AN,MA,2170,26,22
1943,2021-12-10,2021-12-11,556,AN,MA,61663,27,81
1944,2021-03-28,2021-03-29,829,CO,MA,59540,8,66
1945,2021-11-21,2021-11-22,53,CO,MA,28357,17,56
1946,2021-08-20,2021-08-21,1825,AN,AU,1130,30,97
1947,2021-10-13,2021-10-14,1182,AN,MA,56788,16,26
1948,2022-03-08,2022-03-09,707,CO,AU,66605,12,87
1949,2020-11-26,2020-11-27,260,AN,MA,11605,19,33
1950,2021-12-06,2021-12-07,1939,AN,AU,49699,29,97
1951,2021-05-29,2021-05-30,1268,AN,MA,64335,1,97
1952,2021-06-25,2021-06-26,585,AN,MA,51339,18,52
1953,2021-10-23,2021-10-24,908,AN,AU,23286,10,84
1954,2020-11-15,2020-11-16,1476,CO,MA,8823,16,81
1955,2021-01-30,2021-01-31,1494,CO,AU,18394,24,99
1956,2021-03-23,2021-03-24,794,AN,MA,24924,31,34
1957,2021-09-25,2021-09-26,1004,AN,AU,28016,28,39
1958,2021-01-21,2021-01-22,1282,AN,MA,72059,7,59
1959,2022-05-15,2022-05-16,367,AN,AU,56116,24,62
1960,2021-09-21,2021-09-22,1812,AN,AU,81205,17,16
1961,2022-06-06,2022-06-07,367,AN,AU,57825,28,46
1962,2021-03-18,2021-03-19,396,AN,MA,52896,21,61
1963,2021-08-31,2021-09-01,1430,AN,MA,23647,27,21
1964,2021-03-28,2021-03-29,367,CO,MA,24277,33,21
1965,2021-04-30,2021-05-01,703,CO,AU,22717,5,84
1966,2021-04-27,2021-04-28,611,CO,AU,19648,20,50
1967,2021-02-06,2021-02-07,1218,CO,MA,86831,14,94
1968,2020-12-09,2020-12-10,286,AN,MA,81417,12,53
1969,2020-12-19,2020-12-20,163,AN,AU,68751,16,81
1970,2021-05-14,2021-05-15,417,AN,MA,35943,27,99
1971,2020-12-03,2020-12-04,636,CO,AU,76685,3,50
1972,2020-10-16,2020-10-17,811,AN,AU,63165,7,95
1973,2021-12-20,2021-12-21,742,CO,MA,60855,11,66
1974,2021-08-11,2021-08-12,1023,AN,MA,8465,5,92
1975,2020-12-15,2020-12-16,870,AN,MA,9015,10,21
1976,2022-04-26,2022-04-27,1209,CO,MA,58553,1,76
1977,2021-02-14,2021-02-15,568,CO,AU,25672,34,86
1978,2022-04-12,2022-04-13,1206,CO,AU,8496,12,95
1979,2021-03-22,2021-03-23,453,AN,AU,48050,20,8
1980,2022-01-19,2022-01-20,358,AN,AU,4961,34,10
1981,2022-02-27,2022-02-28,684,AN,MA,73069,30,46
1982,2021-08-27,2021-08-28,688,CO,AU,27702,27,95
1983,2021-03-18,2021-03-19,873,CO,MA,40803,27,53
1984,2021-07-24,2021-07-25,1432,AN,MA,21395,32,83
1985,2021-05-09,2021-05-10,925,AN,AU,41670,19,61
1986,2022-06-26,2022-06-27,1249,CO,MA,30298,26,46
1987,2022-03-27,2022-03-28,715,CO,AU,87491,16,93
1988,2021-03-31,2021-04-01,1094,AN,MA,66305,9,69
1989,2020-11-27,2020-11-28,953,AN,AU,3675,12,9
1990,2021-12-18,2021-12-19,622,AN,AU,74242,32,93
1991,2021-07-04,2021-07-05,204,CO,MA,98440,17,24
1992,2022-02-28,2022-03-01,304,CO,MA,75770,2,27
1993,2022-05-09,2022-05-10,745,CO,MA,27117,23,81
1994,2021-10-30,2021-10-31,1647,CO,MA,57464,18,65
1995,2021-08-13,2021-08-14,1929,CO,AU,77140,34,6
1996,2022-01-01,2022-01-02,1901,CO,AU,88290,21,48
1997,2021-05-03,2021-05-04,365,AN,MA,17987,18,4
1998,2021-08-18,2021-08-19,203,AN,MA,56569,18,74
1999,2022-05-20,2022-05-21,55,CO,MA,74915,25,56
2000,2021-08-21,2021-08-22,500,CO,MA,10528,30,77
2001,2022-03-27,2022-03-28,1957,CO,MA,24282,32,17
2002,2022-03-14,2022-03-15,351,AN,MA,37313,12,15
2003,2021-04-16,2021-04-17,818,CO,MA,39527,14,62
2004,2021-09-01,2021-09-02,1587,CO,MA,76070,9,89
2005,2021-07-11,2021-07-12,1882,AN,MA,13811,33,14
2006,2020-12-29,2020-12-30,397,AN,MA,39103,30,6
2007,2022-03-29,2022-03-30,1646,AN,MA,81021,18,71
2008,2022-05-26,2022-05-27,1580,AN,AU,61937,32,10
2009,2022-05-25,2022-05-26,810,AN,AU,62928,13,53
2010,2022-04-14,2022-04-15,1046,CO,MA,61946,20,62
2011,2021-05-08,2021-05-09,379,CO,AU,32891,25,90
2012,2021-01-26,2021-01-27,761,AN,AU,4060,10,66
2013,2021-10-16,2021-10-17,605,CO,MA,90376,13,55
2014,2020-12-11,2020-12-12,695,CO,MA,63075,18,19
2015,2020-12-08,2020-12-09,1946,AN,MA,35100,8,45
2016,2020-12-31,2021-01-01,1931,CO,MA,50251,29,68
2017,2021-01-31,2021-02-01,1471,CO,MA,80616,5,86
2018,2021-04-29,2021-04-30,921,AN,AU,19852,12,22
2019,2021-11-26,2021-11-27,1865,AN,AU,69438,12,58
2020,2021-12-13,2021-12-14,1046,AN,MA,81204,34,63
2021,2022-01-08,2022-01-09,1953,CO,AU,24790,16,2
2022,2021-09-13,2021-09-14,320,AN,AU,72887,4,52
2023,2020-11-08,2020-11-09,136,CO,AU,74142,31,94
2024,2021-09-22,2021-09-23,599,CO,MA,32490,5,35
2025,2021-02-22,2021-02-23,468,AN,AU,6276,23,88
2026,2022-05-16,2022-05-17,264,AN,MA,53771,14,22
2027,2022-05-21,2022-05-22,246,CO,AU,10607,1,28
2028,2021-03-08,2021-03-09,731,CO,AU,40104,1,37
2029,2021-05-04,2021-05-05,618,AN,AU,21817,24,53
2030,2022-04-05,2022-04-06,1418,CO,AU,14464,23,17
2031,2021-05-06,2021-05-07,210,CO,AU,35093,26,55
2032,2022-02-28,2022-03-01,1217,AN,AU,4374,32,61
2033,2022-05-10,2022-05-11,823,AN,AU,56560,8,96
2034,2021-05-10,2021-05-11,1582,CO,AU,93389,7,77
2035,2021-12-29,2021-12-30,493,CO,MA,79384,26,64
2036,2021-03-13,2021-03-14,1406,AN,AU,19566,21,58
2037,2022-02-25,2022-02-26,1751,AN,AU,69040,4,61
2038,2021-06-11,2021-06-12,1608,CO,AU,42975,10,44
2039,2021-11-14,2021-11-15,652,AN,MA,72444,8,83
2040,2021-12-20,2021-12-21,1811,AN,AU,97807,4,85
2041,2021-11-25,2021-11-26,1458,CO,AU,68766,6,40
2042,2021-04-17,2021-04-18,1714,AN,AU,34173,9,50
2043,2021-11-11,2021-11-12,1076,AN,MA,21466,28,28
2044,2020-12-21,2020-12-22,1000,CO,MA,68228,1,6
2045,2021-06-10,2021-06-11,731,CO,MA,13582,4,21
2046,2022-02-10,2022-02-11,1682,AN,AU,60928,28,48
2047,2021-07-13,2021-07-14,1038,CO,MA,46253,32,25
2048,2021-04-23,2021-04-24,1309,AN,AU,62031,22,56
2049,2021-04-26,2021-04-27,1804,AN,MA,20089,21,13
2050,2022-01-23,2022-01-24,792,AN,AU,44782,30,71
2051,2021-05-28,2021-05-29,162,CO,AU,78194,20,56
2052,2022-02-06,2022-02-07,921,AN,MA,88934,23,24
2053,2021-09-09,2021-09-10,589,AN,MA,16815,33,41
2054,2021-09-15,2021-09-16,1692,AN,AU,40854,13,52
2055,2021-01-06,2021-01-07,1906,AN,MA,19090,2,12
2056,2021-01-06,2021-01-07,814,AN,MA,49327,13,11
2057,2021-01-29,2021-01-30,1866,CO,MA,10781,34,98
2058,2021-11-01,2021-11-02,935,AN,MA,97707,7,47
2059,2022-04-01,2022-04-02,447,AN,MA,13579,31,79
2060,2021-01-14,2021-01-15,759,CO,MA,30678,5,52
2061,2021-03-26,2021-03-27,728,AN,MA,71182,1,29
2062,2020-10-20,2020-10-21,868,CO,MA,49137,6,78
2063,2022-02-04,2022-02-05,1797,CO,AU,22688,29,12
2064,2021-08-31,2021-09-01,1122,CO,AU,40972,32,45
2065,2021-04-03,2021-04-04,1299,CO,AU,51495,30,73
2066,2021-03-30,2021-03-31,621,CO,MA,16903,32,95
2067,2022-04-25,2022-04-26,81,AN,AU,40732,19,67
2068,2021-02-19,2021-02-20,1832,AN,AU,84178,28,8
2069,2020-11-29,2020-11-30,88,AN,AU,42595,26,78
2070,2021-08-08,2021-08-09,1912,AN,MA,27569,6,47
2071,2021-01-25,2021-01-26,970,CO,AU,68072,16,55
2072,2021-01-14,2021-01-15,1221,CO,MA,26669,1,3
2073,2021-08-10,2021-08-11,1650,CO,AU,86097,10,76
2074,2021-08-06,2021-08-07,1934,CO,AU,10795,30,50
2075,2022-01-18,2022-01-19,519,CO,AU,85195,16,22
2076,2021-11-09,2021-11-10,1462,CO,MA,68858,29,65
2077,2021-02-23,2021-02-24,741,AN,MA,83440,34,81
2078,2021-05-17,2021-05-18,1284,AN,AU,79191,10,54
2079,2021-09-30,2021-10-01,1052,CO,MA,47118,3,18
2080,2022-04-28,2022-04-29,245,CO,AU,32866,21,19
2081,2021-12-06,2021-12-07,1875,CO,MA,84844,14,78
2082,2020-12-10,2020-12-11,372,CO,MA,35153,2,22
2083,2021-06-01,2021-06-02,711,CO,MA,57874,2,8
2084,2021-12-27,2021-12-28,1770,AN,AU,99666,24,82
2085,2021-04-02,2021-04-03,68,AN,MA,4178,5,18
2086,2022-07-01,2022-07-02,1602,CO,MA,32812,17,24
2087,2021-12-11,2021-12-12,632,CO,AU,54952,7,44
2088,2021-08-26,2021-08-27,1289,AN,MA,69130,5,58
2089,2020-12-27,2020-12-28,1466,AN,AU,35799,32,36
2090,2021-04-13,2021-04-14,477,AN,MA,69311,23,99
2091,2021-05-13,2021-05-14,167,AN,MA,79275,2,17
2092,2022-02-02,2022-02-03,1989,AN,AU,55438,7,11
2093,2022-05-30,2022-05-31,258,AN,MA,72126,19,8
2094,2021-03-27,2021-03-28,577,CO,MA,50601,4,15
2095,2021-06-08,2021-06-09,1403,CO,AU,92615,16,7
2096,2021-11-26,2021-11-27,1749,AN,AU,93382,5,82
2097,2021-11-18,2021-11-19,476,CO,AU,54340,16,30
2098,2022-03-23,2022-03-24,412,AN,AU,40552,26,77
2099,2021-01-08,2021-01-09,1487,CO,AU,92518,5,34
2100,2022-02-26,2022-02-27,236,AN,AU,99554,1,18
2101,2021-09-18,2021-09-19,99,CO,AU,11669,27,46
2102,2021-03-29,2021-03-30,1827,CO,AU,62737,24,41
2103,2021-02-09,2021-02-10,1230,CO,MA,6279,6,72
2104,2021-04-24,2021-04-25,1310,AN,AU,41088,18,87
2105,2021-01-28,2021-01-29,947,CO,AU,20403,24,69
2106,2021-04-07,2021-04-08,1124,AN,AU,47993,22,5
2107,2020-10-20,2020-10-21,97,CO,AU,24952,15,99
2108,2021-05-09,2021-05-10,652,AN,MA,97090,22,19
2109,2022-05-11,2022-05-12,645,CO,MA,59651,13,4
2110,2021-05-26,2021-05-27,945,AN,AU,11843,34,59
2111,2022-06-15,2022-06-16,639,AN,MA,26033,16,86
2112,2022-02-13,2022-02-14,902,CO,MA,57662,1,67
2113,2021-12-11,2021-12-12,751,CO,MA,7994,23,24
2114,2022-01-09,2022-01-10,492,AN,MA,88265,28,25
2115,2021-12-06,2021-12-07,1653,CO,MA,48878,9,94
2116,2021-07-11,2021-07-12,1612,AN,AU,79118,15,36
2117,2022-04-21,2022-04-22,622,CO,MA,52899,9,94
2118,2022-01-15,2022-01-16,635,CO,AU,19885,29,37
2119,2021-06-06,2021-06-07,98,AN,AU,74472,32,59
2120,2022-01-19,2022-01-20,1362,AN,MA,34709,33,4
2121,2022-06-21,2022-06-22,637,AN,MA,85749,26,11
2122,2021-03-11,2021-03-12,730,CO,MA,29128,21,33
2123,2021-06-22,2021-06-23,119,CO,AU,77115,14,2
2124,2022-05-14,2022-05-15,1762,CO,AU,16733,14,45
2125,2021-05-09,2021-05-10,1848,CO,AU,79806,29,76
2126,2020-10-20,2020-10-21,415,CO,MA,20083,18,3
2127,2021-09-09,2021-09-10,814,CO,MA,22067,22,92
2128,2021-12-27,2021-12-28,452,AN,AU,43860,13,44
2129,2021-07-21,2021-07-22,1196,AN,AU,38545,3,18
2130,2021-04-02,2021-04-03,264,CO,MA,82139,30,56
2131,2021-10-05,2021-10-06,1100,AN,AU,4239,29,39
2132,2022-02-08,2022-02-09,557,AN,AU,60126,23,50
2133,2022-05-04,2022-05-05,333,CO,AU,69998,31,85
2134,2022-03-23,2022-03-24,734,CO,AU,42359,11,20
2135,2022-02-04,2022-02-05,717,CO,AU,79226,13,72
2136,2021-12-08,2021-12-09,1905,CO,AU,85259,11,90
2137,2020-12-16,2020-12-17,863,CO,MA,91339,28,27
2138,2021-07-03,2021-07-04,623,CO,AU,99016,15,79
2139,2021-05-07,2021-05-08,231,AN,MA,6055,11,34
2140,2021-01-30,2021-01-31,1558,CO,MA,33215,15,40
2141,2021-05-17,2021-05-18,1795,AN,AU,35409,11,96
2142,2022-01-23,2022-01-24,1874,AN,MA,71657,9,71
2143,2022-02-13,2022-02-14,1322,CO,MA,39548,11,85
2144,2021-06-07,2021-06-08,103,CO,AU,82511,33,46
2145,2022-02-22,2022-02-23,258,CO,MA,91933,29,62
2146,2021-08-18,2021-08-19,111,CO,MA,2496,29,23
2147,2021-06-26,2021-06-27,718,CO,AU,45860,13,87
2148,2021-02-07,2021-02-08,733,CO,AU,50858,18,85
2149,2022-05-30,2022-05-31,1774,AN,AU,27956,25,98
2150,2021-05-27,2021-05-28,455,CO,AU,57209,16,34
2151,2022-03-19,2022-03-20,1682,AN,AU,87267,21,70
2152,2021-11-10,2021-11-11,294,CO,MA,89677,9,78
2153,2021-09-11,2021-09-12,1991,CO,AU,23969,10,22
