idpago,idsiniestro,estado,fecha_pago,importe_pago,tipo_pago 
2236,2784,CO,2022-06-20,94350,T
2237,320,AN,9999-12-31,91734,E
2238,367,AN,9999-12-31,22633,T
2239,2476,AN,9999-12-31,33485,T
2240,239,AN,9999-12-31,58357,T
2241,2316,CO,2021-02-12,57591,E
2242,744,CO,2020-11-13,26243,T
2243,242,CO,2021-02-03,2302,E
2244,2279,CO,2021-11-15,96682,E
2245,1859,CO,2021-06-02,8650,T
2246,2653,CO,2022-07-04,74149,E
2247,1977,AN,9999-12-31,11146,T
2248,1874,AN,9999-12-31,46979,T
2249,2319,AN,9999-12-31,78702,T
2250,153,AN,9999-12-31,90425,T
2251,679,AN,9999-12-31,57249,E
2252,1565,AN,9999-12-31,24069,E
2253,2245,CO,2021-01-24,89794,E
2254,666,CO,2021-03-04,94163,T
2255,588,AN,9999-12-31,77310,E
2256,618,AN,9999-12-31,11186,E
2257,3631,AN,9999-12-31,71924,E
2258,716,AN,9999-12-31,56179,E
2259,2597,CO,2021-08-18,40794,T
2260,3368,CO,2021-08-23,97865,E
2261,2016,CO,2021-05-26,99593,T
2262,3986,AN,9999-12-31,39142,T
2263,1422,AN,9999-12-31,59317,T
2264,1798,CO,2021-04-11,47917,E
2265,571,CO,2022-01-07,24809,T
2266,2481,AN,9999-12-31,24660,E
2267,1456,AN,9999-12-31,89313,T
2268,1990,AN,9999-12-31,69103,E
2269,2822,CO,2021-04-19,95434,E
2270,2245,AN,9999-12-31,92071,T
2271,1367,AN,9999-12-31,97051,T
2272,2796,AN,9999-12-31,63738,E
2273,1131,CO,2021-03-07,31763,E
2274,1043,AN,9999-12-31,48443,T
2275,1009,AN,9999-12-31,26127,T
2276,2051,AN,9999-12-31,61422,T
2277,2385,CO,2020-10-21,58738,E
2278,3677,CO,2020-11-29,21137,T
2279,2295,AN,9999-12-31,38531,E
2280,618,CO,2021-07-31,73563,T
2281,3593,AN,9999-12-31,65392,E
2282,3605,AN,9999-12-31,92791,E
2283,1738,CO,2021-01-24,557,T
2284,3147,AN,9999-12-31,55685,E
2285,846,CO,2021-09-22,46056,E
2286,1747,CO,2022-05-18,36346,T
2287,1111,AN,9999-12-31,8783,E
2288,902,AN,9999-12-31,55309,T
2289,2033,AN,9999-12-31,8086,T
2290,1407,CO,2021-07-27,24545,E
2291,1520,AN,9999-12-31,48556,T
2292,1736,CO,2021-08-28,95128,T
2293,97,CO,2021-06-22,33523,T
2294,754,CO,2021-06-22,9911,T
2295,3938,AN,9999-12-31,73524,E
2296,670,AN,9999-12-31,23642,E
2297,2835,CO,2022-05-26,62702,T
2298,511,AN,9999-12-31,86779,E
2299,7,AN,9999-12-31,85823,T
2300,1048,AN,9999-12-31,1618,T
2301,551,AN,9999-12-31,16775,T
2302,226,AN,9999-12-31,69491,E
2303,1848,CO,2022-05-13,79532,E
2304,2018,CO,2021-11-03,55873,T
2305,3235,CO,2022-07-01,89335,T
2306,2163,CO,2022-02-13,83322,T
2307,1589,CO,2022-01-18,18872,E
2308,3786,AN,9999-12-31,47803,E
2309,1370,CO,2021-07-22,55456,E
2310,2632,AN,9999-12-31,60117,T
2311,1244,CO,2021-06-04,72441,T
2312,1046,CO,2021-02-04,44857,E
2313,3140,CO,2020-11-20,20642,T
2314,464,AN,9999-12-31,5454,T
2315,1619,CO,2021-04-18,37506,T
2316,2298,CO,2021-11-22,72691,T
2317,3752,CO,2022-06-15,80118,E
2318,3916,AN,9999-12-31,57608,E
2319,3403,CO,2022-06-18,65929,E
2320,906,CO,2021-03-08,7025,T
2321,3248,CO,2021-11-20,88292,E
2322,3777,CO,2021-01-29,95240,E
2323,873,AN,9999-12-31,52584,E
2324,1346,CO,2021-03-26,83665,E
2325,270,AN,9999-12-31,24520,T
2326,2597,CO,2021-12-06,73149,E
2327,1775,CO,2021-08-11,91552,E
2328,3022,AN,9999-12-31,24421,T
2329,2365,AN,9999-12-31,36656,T
2330,1053,AN,9999-12-31,20841,T
2331,3369,CO,2022-02-21,83131,E
2332,2587,AN,9999-12-31,57218,E
2333,1264,CO,2021-02-20,51109,E
2334,1321,CO,2021-02-03,74542,E
2335,25,AN,9999-12-31,46886,T
2336,3164,CO,2021-02-28,59387,E
2337,159,CO,2020-10-12,23839,E
2338,2358,AN,9999-12-31,14086,E
2339,2593,AN,9999-12-31,77242,T
2340,3772,CO,2021-11-07,4280,T
2341,3625,AN,9999-12-31,40016,T
2342,699,AN,9999-12-31,85368,T
2343,1525,CO,2021-10-22,87177,T
2344,39,CO,2021-03-31,60848,E
2345,1138,CO,2022-03-06,4596,E
2346,2606,CO,2022-03-16,95680,E
2347,3545,AN,9999-12-31,43228,T
2348,3854,AN,9999-12-31,8323,T
2349,3230,CO,2022-01-06,98280,E
2350,918,CO,2021-10-11,19292,E
2351,3292,CO,2021-06-11,57353,T
2352,1030,CO,2021-07-26,46910,T
2353,325,CO,2022-04-28,9304,E
2354,2745,CO,2022-03-24,10698,E
2355,2597,AN,9999-12-31,6017,T
2356,3329,CO,2021-07-10,83790,T
2357,637,AN,9999-12-31,52080,E
2358,981,AN,9999-12-31,61564,E
2359,148,AN,9999-12-31,36360,E
2360,1182,CO,2021-01-09,99765,E
2361,2462,CO,2022-05-26,98468,E
2362,360,CO,2020-11-27,526,E
2363,2189,AN,9999-12-31,71437,T
2364,2865,AN,9999-12-31,46679,T
2365,3332,CO,2020-12-16,39903,E
2366,1216,CO,2021-11-08,91681,T
2367,1133,CO,2022-06-12,62365,E
2368,3226,AN,9999-12-31,15626,T
2369,583,CO,2020-12-01,75859,E
2370,2727,AN,9999-12-31,93494,E
2371,2473,AN,9999-12-31,58152,E
2372,791,CO,2021-07-21,94500,T
2373,1298,AN,9999-12-31,45403,T
2374,3000,AN,9999-12-31,4043,T
2375,1628,CO,2021-09-15,78429,E
2376,3496,AN,9999-12-31,93783,T
2377,59,AN,9999-12-31,1524,E
2378,2804,CO,2021-07-16,93843,T
2379,354,AN,9999-12-31,49500,E
2380,1791,AN,9999-12-31,54077,E
2381,583,CO,2021-11-28,39771,E
2382,2384,CO,2021-05-21,66658,T
2383,3033,CO,2021-04-29,52340,E
2384,2046,CO,2022-05-08,2605,E
2385,2392,AN,9999-12-31,48254,E
2386,3758,AN,9999-12-31,26433,E
2387,2390,AN,9999-12-31,44682,E
2388,742,CO,2022-04-02,36298,E
2389,3302,CO,2021-04-22,51107,T
2390,767,AN,9999-12-31,70677,E
2391,1869,CO,2021-12-15,83050,T
2392,2477,AN,9999-12-31,18994,T
2393,58,CO,2021-11-24,882,E
2394,3728,AN,9999-12-31,44903,E
2395,3203,CO,2021-06-19,92469,T
2396,359,CO,2020-10-17,15212,T
2397,2648,CO,2021-11-17,75980,E
2398,3261,CO,2021-11-24,39810,E
2399,2473,CO,2021-02-20,96148,T
2400,2868,AN,9999-12-31,36056,T
2401,3264,AN,9999-12-31,26929,E
2402,139,AN,9999-12-31,15317,E
2403,1641,CO,2022-06-05,70762,E
2404,3182,CO,2020-11-27,38088,T
2405,1408,AN,9999-12-31,2906,T
2406,3522,CO,2022-05-21,19459,E
2407,425,CO,2022-03-05,22801,E
2408,1413,CO,2021-09-26,77642,E
2409,3609,CO,2021-04-08,42089,E
2410,3281,CO,2022-02-19,74594,T
2411,3417,AN,9999-12-31,25283,T
2412,203,CO,2021-11-13,17428,E
2413,356,AN,9999-12-31,18005,T
2414,1247,AN,9999-12-31,78232,T
2415,50,CO,2021-05-20,96116,T
2416,1653,CO,2021-11-18,61548,T
2417,3186,CO,2022-06-04,97815,E
2418,1919,AN,9999-12-31,34942,T
2419,2442,CO,2022-03-01,22630,E
2420,2934,AN,9999-12-31,18060,T
2421,3750,AN,9999-12-31,23683,T
2422,521,CO,2022-03-19,86073,T
2423,460,CO,2022-01-25,12751,T
2424,1613,CO,2021-01-28,82577,E
2425,2008,CO,2021-05-13,47064,T
2426,592,AN,9999-12-31,39649,E
2427,678,CO,2022-01-24,45778,E
2428,1273,CO,2022-02-21,47134,T
2429,1979,AN,9999-12-31,69103,E
2430,3846,CO,2020-12-11,69336,T
2431,3788,AN,9999-12-31,89467,E
2432,870,AN,9999-12-31,95257,E
2433,495,AN,9999-12-31,55706,E
2434,275,AN,9999-12-31,52206,E
2435,2256,CO,2022-06-29,15471,E
2436,1392,CO,2022-04-06,51435,T
2437,3214,AN,9999-12-31,12940,E
2438,1001,CO,2022-06-25,57469,T
2439,260,CO,2021-05-02,742,E
2440,3066,AN,9999-12-31,98392,T
2441,2934,CO,2022-04-20,76406,T
2442,3268,AN,9999-12-31,67622,T
2443,1990,CO,2022-04-28,19060,E
2444,3416,AN,9999-12-31,30702,T
2445,3655,CO,2021-12-07,98967,E
2446,3765,AN,9999-12-31,10030,T
2447,234,AN,9999-12-31,2120,T
2448,1090,AN,9999-12-31,78867,E
2449,1229,CO,2020-10-22,24215,T
2450,2974,AN,9999-12-31,15829,T
2451,60,CO,2021-07-13,73469,E
2452,1645,CO,2022-01-12,75908,T
2453,612,CO,2022-03-08,47470,T
2454,863,AN,9999-12-31,40799,E
2455,1274,CO,2021-03-31,35627,E
2456,839,AN,9999-12-31,67789,T
2457,93,CO,2021-11-27,86347,E
2458,622,CO,2021-02-21,54321,E
2459,292,CO,2022-06-11,62104,T
2460,960,CO,2020-10-19,58274,E
2461,3222,AN,9999-12-31,14277,E
2462,1549,AN,9999-12-31,17100,T
2463,201,AN,9999-12-31,99787,E
2464,624,AN,9999-12-31,12403,E
2465,2625,AN,9999-12-31,18458,E
2466,2162,AN,9999-12-31,53709,T
2467,2517,AN,9999-12-31,80000,E
2468,2141,AN,9999-12-31,47533,T
2469,118,AN,9999-12-31,86671,E
2470,1637,AN,9999-12-31,20469,T
2471,3038,AN,9999-12-31,23648,E
2472,734,CO,2021-08-17,90729,E
2473,3991,AN,9999-12-31,33801,T
2474,3614,AN,9999-12-31,53909,E
2475,1825,CO,2021-09-17,51484,T
2476,1191,CO,2021-07-19,23780,T
2477,1711,AN,9999-12-31,10062,T
2478,3349,CO,2020-11-21,16588,E
2479,1525,AN,9999-12-31,40303,E
2480,3014,CO,2021-01-09,40394,E
2481,1214,CO,2020-11-25,21370,T
2482,514,CO,2022-04-07,64012,T
2483,3553,CO,2021-06-17,75357,E
2484,3689,CO,2021-05-27,25627,T
2485,106,CO,2020-11-20,84654,T
2486,1893,AN,9999-12-31,5761,E
2487,3577,CO,2022-03-16,1512,T
2488,1979,AN,9999-12-31,81916,T
2489,352,AN,9999-12-31,20255,T
2490,867,CO,2021-06-04,43596,T
2491,2541,CO,2021-07-22,47143,T
2492,420,CO,2021-03-29,25452,T
2493,340,CO,2020-11-04,77182,E
2494,2675,AN,9999-12-31,88257,T
2495,257,CO,2021-02-06,71712,E
2496,3219,CO,2022-02-14,32496,T
2497,1144,CO,2022-05-31,89198,T
2498,2704,CO,2022-06-07,86026,T
2499,2463,AN,9999-12-31,29857,T
2500,436,CO,2021-06-11,21095,E
2501,3881,CO,2022-04-15,28561,T
2502,2869,CO,2021-06-26,46965,E
2503,978,AN,9999-12-31,94412,T
2504,1994,AN,9999-12-31,96156,T
2505,3408,CO,2022-04-04,28188,T
2506,2526,CO,2021-01-31,4554,E
2507,496,AN,9999-12-31,88323,T
2508,2868,CO,2021-01-15,65915,E
2509,3656,CO,2020-10-16,13372,E
2510,170,CO,2021-05-08,80191,E
2511,3049,CO,2021-07-03,16013,T
2512,349,CO,2021-04-22,93441,T
2513,2977,AN,9999-12-31,88909,E
2514,1340,CO,2021-09-08,45568,T
2515,422,CO,2021-08-31,7518,E
2516,1063,CO,2022-04-27,1660,T
2517,3010,CO,2022-05-01,43195,T
2518,2765,CO,2020-12-04,17932,E
2519,787,AN,9999-12-31,86159,E
2520,3397,AN,9999-12-31,57836,T
2521,3970,AN,9999-12-31,52237,T
2522,2858,AN,9999-12-31,37493,E
2523,3582,AN,9999-12-31,63795,T
2524,3174,AN,9999-12-31,23518,E
2525,1413,CO,2020-12-11,88869,E
2526,3333,AN,9999-12-31,11066,T
2527,3087,AN,9999-12-31,56481,T
2528,962,AN,9999-12-31,28099,E
2529,2939,AN,9999-12-31,94089,T
2530,3465,AN,9999-12-31,39029,T
2531,2780,CO,2021-12-05,3875,E
2532,3548,AN,9999-12-31,22875,E
2533,746,AN,9999-12-31,90431,E
2534,1458,CO,2020-12-20,31820,T
2535,3720,CO,2021-10-02,45476,E
2536,2276,CO,2022-05-22,78798,E
2537,2400,CO,2021-02-27,82999,T
2538,1512,CO,2020-10-31,93650,T
2539,2881,CO,2022-03-28,37841,E
2540,2054,CO,2022-04-26,91858,E
2541,1662,AN,9999-12-31,88609,T
2542,1281,AN,9999-12-31,90108,T
2543,3144,CO,2022-04-17,50178,T
2544,987,AN,9999-12-31,61109,E
2545,3137,CO,2021-01-06,26798,T
2546,1343,CO,2022-06-23,68419,E
2547,948,AN,9999-12-31,75588,T
2548,3019,CO,2021-11-21,30451,E
2549,546,CO,2022-01-31,21960,E
2550,1638,AN,9999-12-31,52571,E
2551,2635,AN,9999-12-31,77260,E
2552,3655,CO,2021-07-27,93974,E
2553,276,AN,9999-12-31,99428,T
2554,2901,AN,9999-12-31,78179,E
2555,1501,CO,2021-12-03,6362,E
2556,445,AN,9999-12-31,32543,E
2557,1264,AN,9999-12-31,28849,E
2558,199,CO,2021-07-31,56425,T
2559,2523,AN,9999-12-31,63360,E
2560,457,AN,9999-12-31,89588,T
2561,203,CO,2022-02-07,5784,T
2562,3359,AN,9999-12-31,96586,T
2563,2922,CO,2022-05-14,34080,E
2564,490,CO,2021-10-17,9146,T
2565,505,AN,9999-12-31,17679,E
2566,1962,AN,9999-12-31,95614,T
2567,3826,CO,2022-05-11,52626,T
2568,916,CO,2022-02-12,55062,E
2569,451,AN,9999-12-31,56407,E
2570,976,CO,2021-10-03,34625,E
2571,1743,CO,2022-01-26,59808,E
2572,3260,AN,9999-12-31,12604,T
2573,3685,AN,9999-12-31,13236,E
2574,3591,CO,2022-04-12,6004,T
2575,3553,AN,9999-12-31,84245,T
2576,3478,CO,2021-01-08,26182,T
2577,2822,CO,2021-10-05,54000,T
2578,3743,CO,2021-11-01,33723,T
2579,2026,AN,9999-12-31,94124,T
2580,1737,AN,9999-12-31,3973,T
2581,3005,CO,2021-12-03,67608,T
2582,3217,AN,9999-12-31,56161,T
2583,1878,AN,9999-12-31,91668,T
2584,192,AN,9999-12-31,62234,E
2585,2422,CO,2022-04-13,64309,E
2586,66,AN,9999-12-31,21753,E
2587,1847,CO,2021-04-24,50073,T
2588,486,AN,9999-12-31,80260,T
2589,1902,AN,9999-12-31,81557,E
2590,1757,AN,9999-12-31,68074,T
2591,2931,AN,9999-12-31,65145,E
2592,3681,AN,9999-12-31,24141,T
2593,2229,AN,9999-12-31,27868,E
2594,1151,CO,2021-06-21,76771,E
2595,2888,AN,9999-12-31,97060,E
2596,2879,AN,9999-12-31,26978,T
2597,1097,CO,2022-02-03,10196,T
2598,1920,AN,9999-12-31,56903,T
2599,1214,AN,9999-12-31,72953,E
2600,1750,CO,2021-05-20,43766,T
2601,1091,AN,9999-12-31,45538,E
2602,3180,AN,9999-12-31,54247,T
2603,3575,CO,2021-01-27,24537,T
2604,3667,AN,9999-12-31,56017,E
2605,950,AN,9999-12-31,15946,T
2606,441,AN,9999-12-31,96012,E
2607,980,CO,2021-11-10,19883,E
2608,1100,CO,2021-12-11,34085,T
2609,2635,AN,9999-12-31,84413,E
2610,937,CO,2021-04-19,79842,T
2611,1749,AN,9999-12-31,9229,E
2612,1331,AN,9999-12-31,27870,T
2613,520,AN,9999-12-31,69144,T
2614,614,AN,9999-12-31,21649,E
2615,62,AN,9999-12-31,65499,T
2616,1471,AN,9999-12-31,96590,T
2617,2656,AN,9999-12-31,92074,T
2618,1732,AN,9999-12-31,63182,E
2619,3172,AN,9999-12-31,92503,T
2620,427,AN,9999-12-31,54742,E
2621,3238,AN,9999-12-31,4357,T
2622,3065,AN,9999-12-31,40568,E
2623,3056,CO,2022-06-28,7774,E
2624,2945,AN,9999-12-31,26160,E
2625,723,CO,2021-02-13,24345,E
2626,3468,CO,2022-06-24,29217,T
2627,2033,CO,2021-06-01,84265,E
2628,3029,CO,2022-06-08,4861,T
2629,3848,AN,9999-12-31,15795,T
2630,3987,AN,9999-12-31,48114,E
2631,1920,AN,9999-12-31,83004,E
2632,1110,AN,9999-12-31,99262,T
2633,3020,AN,9999-12-31,62259,T
2634,1859,AN,9999-12-31,53710,E
2635,1073,CO,2022-07-03,24934,T
2636,1992,AN,9999-12-31,37777,T
2637,1835,CO,2021-07-04,72465,T
2638,2083,AN,9999-12-31,81290,E
2639,3454,CO,2022-06-27,71161,T
2640,3575,AN,9999-12-31,67229,T
2641,2325,AN,9999-12-31,17461,E
2642,2364,AN,9999-12-31,96424,T
2643,3221,AN,9999-12-31,88861,E
2644,299,CO,2022-04-16,64449,T
2645,3518,CO,2021-03-13,26768,T
2646,3313,AN,9999-12-31,82308,E
2647,1596,AN,9999-12-31,39688,T
2648,1726,AN,9999-12-31,11316,T
2649,2534,CO,2022-02-24,84945,E
2650,2284,AN,9999-12-31,99651,E
2651,3239,CO,2022-06-02,52700,E
2652,2383,CO,2022-06-18,9254,T
2653,2415,CO,2020-11-15,79269,E
2654,2550,CO,2021-02-21,1842,T
2655,2570,AN,9999-12-31,44909,E
2656,2780,AN,9999-12-31,80189,E
2657,1108,AN,9999-12-31,57974,T
2658,658,AN,9999-12-31,39813,E
2659,2860,CO,2022-07-03,94877,E
2660,1422,AN,9999-12-31,46371,E
2661,2161,AN,9999-12-31,35559,T
2662,1955,CO,2020-10-18,40848,E
2663,644,CO,2021-07-18,95540,T
2664,2685,CO,2021-04-23,5949,E
2665,1702,AN,9999-12-31,47540,T
2666,1517,AN,9999-12-31,28046,T
2667,3087,AN,9999-12-31,20862,E
2668,3738,CO,2021-06-19,58313,E
2669,1345,CO,2020-10-28,99769,E
2670,3952,AN,9999-12-31,24306,T
2671,956,CO,2021-10-10,14175,E
2672,3834,CO,2021-12-21,4302,E
2673,3346,CO,2021-02-09,36574,E
2674,2258,AN,9999-12-31,43217,E
2675,3546,CO,2021-05-22,7547,E
2676,3815,AN,9999-12-31,65876,T
2677,3728,CO,2022-02-24,40755,E
2678,2,CO,2022-01-18,60673,T
2679,1973,AN,9999-12-31,48952,T
2680,2804,AN,9999-12-31,38514,T
2681,1594,AN,9999-12-31,63528,E
2682,2574,CO,2020-11-23,88373,E
2683,3556,AN,9999-12-31,59720,E
2684,2665,AN,9999-12-31,6504,E
2685,3827,AN,9999-12-31,44674,T
2686,2612,AN,9999-12-31,39402,E
2687,1615,AN,9999-12-31,18645,T
2688,2958,AN,9999-12-31,52978,T
2689,3864,AN,9999-12-31,24295,T
2690,577,CO,2021-11-11,62087,E
2691,2805,AN,9999-12-31,62751,T
2692,3578,CO,2020-11-01,63004,E
2693,1102,CO,2022-02-06,53420,T
2694,3572,CO,2021-08-02,94831,E
2695,138,AN,9999-12-31,2261,T
2696,1060,AN,9999-12-31,3730,E
2697,1258,AN,9999-12-31,10733,E
2698,780,CO,2022-07-01,4135,T
2699,2387,AN,9999-12-31,36972,E
2700,3637,CO,2022-04-22,65306,E
2701,1242,CO,2021-08-21,67339,T
2702,2809,CO,2020-10-22,14667,E
2703,2342,CO,2020-10-16,12896,T
2704,2590,CO,2021-06-03,54119,E
2705,2746,CO,2021-01-03,79417,E
2706,1287,CO,2021-09-21,78009,E
2707,2355,AN,9999-12-31,25365,E
2708,1441,CO,2020-12-12,1144,E
2709,1868,CO,2021-07-08,43920,T
2710,112,CO,2021-01-13,86899,T
2711,1755,CO,2021-07-19,8197,T
2712,3917,AN,9999-12-31,79296,T
2713,1583,AN,9999-12-31,26078,T
2714,475,AN,9999-12-31,31181,T
2715,39,CO,2021-05-09,19141,E
2716,2682,CO,2022-02-24,29218,T
2717,2988,AN,9999-12-31,67434,T
2718,1137,AN,9999-12-31,24907,E
2719,3703,AN,9999-12-31,41794,T
2720,2577,CO,2021-03-07,93417,E
2721,3431,AN,9999-12-31,82922,T
2722,1730,CO,2021-05-24,5497,T
2723,896,AN,9999-12-31,98680,E
2724,857,AN,9999-12-31,72131,T
2725,1174,AN,9999-12-31,25044,E
2726,1729,CO,2021-12-04,46873,E
2727,880,CO,2022-04-15,8323,T
2728,3568,CO,2022-06-09,70311,E
2729,1804,CO,2021-01-11,32907,E
2730,3810,CO,2022-04-29,10155,E
2731,3801,CO,2022-01-05,41126,T
2732,3379,AN,9999-12-31,65316,T
2733,1345,AN,9999-12-31,93665,T
2734,3055,AN,9999-12-31,83801,E
2735,3960,AN,9999-12-31,80915,T
2736,2945,AN,9999-12-31,37338,T
2737,242,CO,2021-02-26,43471,E
2738,51,CO,2021-03-03,80179,T
2739,3175,AN,9999-12-31,48110,E
2740,1011,AN,9999-12-31,13640,T
2741,201,CO,2020-11-01,2287,T
2742,2648,CO,2021-04-27,59160,E
2743,3340,AN,9999-12-31,79055,E
2744,191,AN,9999-12-31,91526,T
2745,2178,CO,2020-10-21,55290,E
2746,387,CO,2020-11-03,97581,T
2747,2632,CO,2022-06-26,54138,E
2748,3376,CO,2021-01-08,4068,E
2749,573,AN,9999-12-31,97870,E
2750,2675,CO,2021-11-15,31929,E
2751,863,CO,2020-12-25,138,E
2752,790,CO,2021-07-02,11966,E
2753,431,AN,9999-12-31,25212,E
2754,3468,AN,9999-12-31,12206,T
2755,2717,AN,9999-12-31,15545,T
2756,1139,CO,2021-01-27,63550,T
2757,671,CO,2021-05-30,52983,E
2758,2132,CO,2022-01-05,25554,E
2759,805,CO,2022-01-22,34523,T
2760,2184,AN,9999-12-31,96290,T
2761,1851,CO,2021-12-30,52553,T
2762,653,CO,2021-05-27,72610,T
2763,1679,AN,9999-12-31,84316,T
2764,3429,CO,2020-12-21,32378,T
2765,1244,CO,2021-10-13,39993,E
2766,802,CO,2020-11-02,51357,T
2767,456,AN,9999-12-31,42137,E
2768,3598,AN,9999-12-31,22050,E
2769,2290,AN,9999-12-31,12986,E
2770,1703,CO,2021-10-05,79468,T
2771,3243,CO,2022-02-25,56190,T
2772,720,CO,2022-06-14,57562,E
2773,3655,AN,9999-12-31,78747,E
2774,307,AN,9999-12-31,98542,T
2775,299,AN,9999-12-31,95738,E
2776,3703,CO,2021-10-10,63644,T
2777,3563,CO,2021-10-01,93348,E
2778,1263,AN,9999-12-31,73176,T
2779,566,CO,2021-06-08,99971,T
2780,2033,AN,9999-12-31,27996,T
2781,2868,AN,9999-12-31,64613,T
2782,1865,CO,2022-05-22,13655,E
2783,1660,AN,9999-12-31,2597,T
2784,3780,CO,2021-01-28,31694,E
2785,299,CO,2022-01-15,60689,T
2786,1228,AN,9999-12-31,24775,E
2787,219,CO,2021-12-15,19922,E
2788,1021,AN,9999-12-31,44722,T
2789,1746,CO,2021-03-03,23394,E
2790,488,CO,2021-05-29,31674,E
2791,892,AN,9999-12-31,37541,E
2792,3810,AN,9999-12-31,28654,E
2793,3751,CO,2021-10-31,46526,T
2794,2414,AN,9999-12-31,56850,E
2795,2731,CO,2022-01-21,10486,T
2796,2756,AN,9999-12-31,11253,E
2797,415,AN,9999-12-31,11086,T
2798,3920,CO,2021-10-20,96280,E
2799,768,AN,9999-12-31,95300,E
2800,3979,CO,2020-12-17,29861,E
2801,916,AN,9999-12-31,64693,T
2802,1673,CO,2022-02-09,5683,E
2803,2422,AN,9999-12-31,79904,E
2804,1851,AN,9999-12-31,86340,E
2805,193,CO,2022-03-01,89870,T
2806,149,CO,2021-06-15,58940,E
2807,3098,AN,9999-12-31,82311,E
2808,3260,CO,2021-11-05,28832,E
2809,2596,AN,9999-12-31,87679,T
2810,888,AN,9999-12-31,32320,E
2811,2739,CO,2022-03-29,65685,T
2812,490,CO,2021-06-18,11390,E
2813,552,CO,2021-01-26,49811,E
2814,251,CO,2022-06-26,3777,T
2815,3935,CO,2021-06-02,23027,E
2816,3399,CO,2021-01-12,81935,E
2817,2486,CO,2021-03-24,7593,E
2818,2140,AN,9999-12-31,25228,T
2819,3274,CO,2021-02-08,3452,E
2820,3937,AN,9999-12-31,17090,T
2821,2370,CO,2021-11-26,88034,E
2822,2569,CO,2022-03-07,20886,E
2823,636,AN,9999-12-31,57203,T
2824,443,CO,2020-10-23,96254,E
2825,2971,CO,2020-12-11,35767,T
2826,767,AN,9999-12-31,44330,E
2827,1645,AN,9999-12-31,11724,E
2828,1653,CO,2021-02-02,25852,T
2829,1647,AN,9999-12-31,45763,E
2830,1022,CO,2021-05-13,78161,E
2831,206,AN,9999-12-31,41087,E
2832,1445,CO,2022-07-01,79473,T
2833,3225,AN,9999-12-31,5699,T
2834,673,AN,9999-12-31,60935,E
2835,1750,CO,2021-07-24,70922,T
2836,3854,CO,2022-06-30,29691,T
2837,3844,AN,9999-12-31,57906,E
2838,2886,AN,9999-12-31,40661,T
2839,1111,CO,2021-09-27,7058,T
2840,3418,CO,2021-09-04,15742,E
2841,1563,CO,2022-02-19,14773,E
2842,1951,AN,9999-12-31,47844,E
2843,1093,CO,2022-05-10,35324,E
2844,3167,AN,9999-12-31,3671,T
2845,3065,CO,2022-01-01,5590,T
2846,2411,CO,2021-08-11,6402,T
2847,1159,AN,9999-12-31,54290,T
2848,1946,AN,9999-12-31,71770,E
2849,447,CO,2021-06-20,74625,E
2850,54,AN,9999-12-31,49337,T
2851,3222,AN,9999-12-31,67795,E
2852,3095,AN,9999-12-31,20426,T
2853,1945,CO,2021-03-08,81168,T
2854,3577,CO,2021-04-11,95581,T
2855,3856,CO,2020-11-25,16480,T
2856,3646,CO,2021-10-20,59478,E
2857,1688,CO,2022-01-29,10593,E
2858,1954,AN,9999-12-31,71051,T
2859,3164,AN,9999-12-31,17299,T
2860,1497,CO,2020-11-04,40443,T
2861,3470,AN,9999-12-31,12017,T
2862,428,AN,9999-12-31,63522,E
2863,2473,CO,2021-10-08,81317,T
2864,1725,CO,2021-02-03,83562,T
2865,2609,AN,9999-12-31,52775,T
2866,2609,CO,2021-09-03,85162,T
2867,1841,AN,9999-12-31,43810,T
2868,2243,AN,9999-12-31,20708,T
2869,103,AN,9999-12-31,48769,T
2870,2303,CO,2021-05-25,64211,T
2871,547,AN,9999-12-31,21958,T
2872,2675,CO,2022-03-19,72822,T
2873,2585,AN,9999-12-31,43371,E
2874,406,CO,2021-08-21,44736,T
2875,3627,CO,2021-05-14,2801,T
2876,1413,AN,9999-12-31,61419,E
2877,1001,AN,9999-12-31,33174,T
2878,3434,CO,2021-12-02,48201,E
2879,2085,AN,9999-12-31,34230,T
2880,771,AN,9999-12-31,8250,E
2881,3634,CO,2022-02-17,45791,T
2882,2956,AN,9999-12-31,88191,E
2883,3121,CO,2022-05-14,17696,E
2884,1499,AN,9999-12-31,87322,E
2885,3625,CO,2021-06-03,7797,E
2886,2566,AN,9999-12-31,71700,E
2887,2891,CO,2020-12-24,71537,E
2888,3879,CO,2022-03-21,10730,T
2889,3071,CO,2022-03-13,65394,E
2890,569,CO,2022-06-06,87274,T
2891,1570,CO,2021-08-19,46965,E
2892,520,AN,9999-12-31,99605,T
2893,2413,CO,2021-08-13,10445,E
2894,1552,AN,9999-12-31,76611,E
2895,2938,CO,2021-06-21,3966,E
2896,864,CO,2021-04-20,77291,E
2897,1941,CO,2021-09-25,98711,T
2898,2357,AN,9999-12-31,7450,T
2899,3370,CO,2021-11-15,9527,T
2900,1078,AN,9999-12-31,41291,E
2901,3072,CO,2021-10-19,44467,T
2902,2051,CO,2022-05-23,87172,E
