numpoliza,pol_estado,fecha_efecto,fecha_sol,fecha_vencimiento,forma_pago,fecha_baja,causa_baja,fecha_suspension,causa_suspen
1479,PV,2021-06-20,2021-06-19,2025-08-10,A,9999-12-31, ,9999-12-31, 
1480,PS,2021-02-10,2021-02-09,2028-11-20,S,9999-12-31, ,2021-10-17,CL
1481,PS,2021-07-14,2021-07-13,2024-02-28,T,9999-12-31, ,2022-03-08,FP
1482,PV,2020-12-12,2020-12-11,2023-02-21,M,9999-12-31, ,9999-12-31, 
1483,PS,2021-06-25,2021-06-24,2023-06-16,A,9999-12-31, ,2022-04-22,CL
1484,PS,2021-11-20,2021-11-19,2025-05-22,A,9999-12-31, ,2022-05-25,FP
1485,PA,2021-06-02,2021-06-01,2028-03-11,U,2022-01-23,FA,9999-12-31, 
1486,PS,2021-02-03,2021-02-02,2029-10-14,S,9999-12-31, ,2021-02-19,FP
1487,PV,2022-04-01,2022-03-31,2029-11-09,S,9999-12-31, ,9999-12-31, 
1488,PV,2020-10-18,2020-10-17,2022-05-06,U,9999-12-31, ,9999-12-31, 
1489,PV,2021-12-20,2021-12-19,2025-12-14,M,9999-12-31, ,9999-12-31, 
1490,PA,2021-08-29,2021-08-28,2027-04-05,A,2022-05-16,CL,9999-12-31, 
1491,PV,2022-04-08,2022-04-07,2024-01-08,M,9999-12-31, ,9999-12-31, 
1492,PS,2021-12-30,2021-12-29,2023-10-03,U,9999-12-31, ,2022-03-15,FP
1493,PS,2021-05-08,2021-05-07,2025-07-20,U,9999-12-31, ,2021-08-27,FP
1494,PA,2021-06-22,2021-06-21,2023-01-19,T,2022-04-26,FA,9999-12-31, 
1495,PA,2022-02-07,2022-02-06,2028-06-07,M,2022-04-12,TR,9999-12-31, 
1496,PA,2022-05-14,2022-05-13,2023-06-01,U,2022-06-22,FP,9999-12-31, 
1497,PS,2020-10-25,2020-10-24,2027-12-08,U,9999-12-31, ,2021-07-08,FP
1498,PA,2021-11-26,2021-11-25,2024-02-29,A,2022-04-04,CL,9999-12-31, 
1499,PV,2021-12-21,2021-12-20,2029-05-02,U,9999-12-31, ,9999-12-31, 
1500,PV,2021-10-31,2021-10-30,2024-09-18,M,9999-12-31, ,9999-12-31, 
1501,PV,2020-12-11,2020-12-10,2029-07-31,T,9999-12-31, ,9999-12-31, 
1502,PA,2022-05-22,2022-05-21,2029-10-19,T,2022-05-27,CL,9999-12-31, 
1503,PA,2021-04-05,2021-04-04,2022-06-24,A,2021-11-27,TR,9999-12-31, 
1504,PS,2021-12-02,2021-12-01,2027-05-12,T,9999-12-31, ,2022-02-12,FP
1505,PS,2020-10-22,2020-10-21,2026-03-27,T,9999-12-31, ,2022-05-31,CL
1506,PV,2022-01-31,2022-01-30,2024-12-05,A,9999-12-31, ,9999-12-31, 
1507,PA,2021-07-09,2021-07-08,2028-09-07,T,2022-01-28,CL,9999-12-31, 
1508,PA,2021-03-04,2021-03-03,2022-08-16,S,2022-02-24,CL,9999-12-31, 
1509,PA,2022-05-25,2022-05-24,2027-07-04,S,2022-06-12,CL,9999-12-31, 
1510,PS,2021-07-17,2021-07-16,2028-01-30,M,9999-12-31, ,2022-06-28,FP
1511,PA,2022-02-20,2022-02-19,2025-09-22,S,2022-03-12,CL,9999-12-31, 
1512,PS,2021-03-27,2021-03-26,2029-11-09,M,9999-12-31, ,2021-08-30,CL
1513,PV,2021-10-01,2021-09-30,2024-12-02,T,9999-12-31, ,9999-12-31, 
1514,PA,2022-04-12,2022-04-11,2026-04-07,S,2022-05-21,FP,9999-12-31, 
1515,PA,2022-02-14,2022-02-13,2027-03-10,A,2022-06-15,FP,9999-12-31, 
1516,PV,2020-10-30,2020-10-29,2025-06-27,U,9999-12-31, ,9999-12-31, 
1517,PV,2022-01-16,2022-01-15,2027-03-02,U,9999-12-31, ,9999-12-31, 
1518,PA,2021-12-09,2021-12-08,2029-01-22,A,2022-03-20,FA,9999-12-31, 
1519,PS,2021-12-18,2021-12-17,2028-05-25,T,9999-12-31, ,2022-01-11,CL
1520,PA,2021-05-31,2021-05-30,2022-03-28,S,2022-02-22,TR,9999-12-31, 
1521,PV,2021-08-10,2021-08-09,2029-02-06,S,9999-12-31, ,9999-12-31, 
1522,PA,2021-03-30,2021-03-29,2025-08-30,S,2021-07-21,TR,9999-12-31, 
1523,PA,2020-10-29,2020-10-28,2021-04-27,T,2021-05-29,FP,9999-12-31, 
1524,PS,2021-01-24,2021-01-23,2029-05-07,M,9999-12-31, ,2021-11-28,CL
1525,PV,2022-03-19,2022-03-18,2029-11-07,T,9999-12-31, ,9999-12-31, 
1526,PS,2022-05-06,2022-05-05,2026-03-16,S,9999-12-31, ,2022-05-09,CL
1527,PS,2020-11-10,2020-11-09,2027-09-21,U,9999-12-31, ,2021-05-09,FP
1528,PA,2020-11-25,2020-11-24,2025-07-20,S,2021-10-01,TR,9999-12-31, 
1529,PV,2022-04-26,2022-04-25,2028-01-01,U,9999-12-31, ,9999-12-31, 
1530,PV,2021-09-05,2021-09-04,2029-02-16,A,9999-12-31, ,9999-12-31, 
1531,PV,2021-03-12,2021-03-11,2022-09-18,T,9999-12-31, ,9999-12-31, 
1532,PV,2022-01-06,2022-01-05,2025-08-05,S,9999-12-31, ,9999-12-31, 
1533,PS,2022-06-17,2022-06-16,2027-06-10,S,9999-12-31, ,2022-07-03,FP
1534,PS,2020-11-29,2020-11-28,2022-03-04,S,9999-12-31, ,2021-03-06,CL
1535,PV,2021-02-02,2021-02-01,2028-09-18,A,9999-12-31, ,9999-12-31, 
1536,PV,2021-06-30,2021-06-29,2028-05-28,U,9999-12-31, ,9999-12-31, 
1537,PV,2021-02-11,2021-02-10,2025-07-01,T,9999-12-31, ,9999-12-31, 
1538,PA,2021-08-03,2021-08-02,2024-08-07,U,2021-10-03,TR,9999-12-31, 
1539,PV,2020-12-18,2020-12-17,2021-09-21,M,9999-12-31, ,9999-12-31, 
1540,PA,2021-02-28,2021-02-27,2021-03-20,U,2022-05-29,FP,9999-12-31, 
1541,PS,2021-07-24,2021-07-23,2026-05-16,U,9999-12-31, ,2022-01-14,FP
1542,PS,2021-04-16,2021-04-15,2029-12-19,S,9999-12-31, ,2021-10-18,FP
1543,PS,2021-04-11,2021-04-10,2024-02-06,U,9999-12-31, ,2022-04-01,FP
1544,PA,2021-06-16,2021-06-15,2023-08-12,M,2021-09-02,TR,9999-12-31, 
1545,PA,2022-06-17,2022-06-16,2029-04-22,S,2022-07-03,FA,9999-12-31, 
1546,PA,2022-06-13,2022-06-12,2027-07-08,A,2022-06-16,FA,9999-12-31, 
1547,PA,2021-10-19,2021-10-18,2022-03-07,U,2022-06-22,CL,9999-12-31, 
1548,PA,2020-10-24,2020-10-23,2027-08-18,U,2021-08-21,CL,9999-12-31, 
1549,PA,2022-06-20,2022-06-19,2026-01-27,T,2022-06-30,TR,9999-12-31, 
1550,PS,2021-08-17,2021-08-16,2023-01-06,A,9999-12-31, ,2022-01-25,CL
1551,PV,2021-12-21,2021-12-20,2026-10-25,M,9999-12-31, ,9999-12-31, 
1552,PA,2020-12-14,2020-12-13,2024-07-20,A,2021-04-02,CL,9999-12-31, 
1553,PS,2021-04-09,2021-04-08,2023-12-16,T,9999-12-31, ,2022-06-13,FP
1554,PV,2021-03-31,2021-03-30,2028-11-16,A,9999-12-31, ,9999-12-31, 
1555,PA,2020-12-26,2020-12-25,2024-05-20,U,2021-01-24,CL,9999-12-31, 
1556,PS,2021-02-07,2021-02-06,2023-04-20,U,9999-12-31, ,2021-12-21,CL
1557,PS,2022-05-21,2022-05-20,2025-08-27,M,9999-12-31, ,2022-06-22,FP
1558,PA,2022-04-13,2022-04-12,2024-05-13,M,2022-04-25,TR,9999-12-31, 
1559,PA,2020-12-27,2020-12-26,2021-02-14,M,2021-08-01,FP,9999-12-31, 
1560,PV,2022-01-28,2022-01-27,2026-02-09,U,9999-12-31, ,9999-12-31, 
1561,PA,2022-01-27,2022-01-26,2027-08-30,M,2022-05-13,FA,9999-12-31, 
1562,PV,2021-01-19,2021-01-18,2025-12-27,T,9999-12-31, ,9999-12-31, 
1563,PS,2021-10-13,2021-10-12,2025-03-06,S,9999-12-31, ,2022-04-25,FP
1564,PA,2022-06-02,2022-06-01,2025-04-28,S,2022-06-28,FP,9999-12-31, 
1565,PA,2020-11-01,2020-10-31,2025-05-11,M,2021-12-06,TR,9999-12-31, 
1566,PV,2022-06-19,2022-06-18,2027-03-03,S,9999-12-31, ,9999-12-31, 
1567,PS,2021-08-20,2021-08-19,2024-12-16,U,9999-12-31, ,2021-12-24,FP
1568,PV,2021-04-19,2021-04-18,2025-08-25,U,9999-12-31, ,9999-12-31, 
1569,PS,2022-01-09,2022-01-08,2026-09-25,S,9999-12-31, ,2022-02-03,FP
1570,PS,2020-11-05,2020-11-04,2027-10-30,U,9999-12-31, ,2022-05-08,FP
1571,PV,2022-04-30,2022-04-29,2025-07-25,S,9999-12-31, ,9999-12-31, 
1572,PV,2020-11-03,2020-11-02,2025-07-29,M,9999-12-31, ,9999-12-31, 
1573,PA,2022-07-05,2022-07-04,2027-06-17,U,2022-07-05,CL,9999-12-31, 
1574,PS,2022-03-05,2022-03-04,2026-08-01,U,9999-12-31, ,2022-05-28,CL
1575,PV,2021-03-30,2021-03-29,2021-05-18,A,9999-12-31, ,9999-12-31, 
1576,PA,2021-10-25,2021-10-24,2023-02-16,U,2022-06-14,FP,9999-12-31, 
1577,PS,2022-06-28,2022-06-27,2029-12-08,A,9999-12-31, ,2022-06-29,CL
1578,PV,2021-03-31,2021-03-30,2021-05-11,S,9999-12-31, ,9999-12-31, 
1579,PA,2021-07-10,2021-07-09,2028-10-21,M,2021-10-18,FP,9999-12-31, 
1580,PV,2022-01-17,2022-01-16,2023-07-30,S,9999-12-31, ,9999-12-31, 
1581,PS,2021-12-01,2021-11-30,2024-12-09,A,9999-12-31, ,2022-03-24,CL
1582,PV,2021-09-07,2021-09-06,2027-03-30,M,9999-12-31, ,9999-12-31, 
1583,PS,2020-11-17,2020-11-16,2022-06-28,T,9999-12-31, ,2022-05-12,CL
1584,PS,2021-06-21,2021-06-20,2024-11-07,U,9999-12-31, ,2021-07-13,CL
1585,PS,2021-12-06,2021-12-05,2023-05-14,M,9999-12-31, ,2022-04-20,CL
1586,PV,2021-11-20,2021-11-19,2024-11-17,M,9999-12-31, ,9999-12-31, 
1587,PS,2021-08-24,2021-08-23,2024-01-13,M,9999-12-31, ,2021-11-21,FP
1588,PS,2020-12-05,2020-12-04,2027-02-15,A,9999-12-31, ,2022-02-15,CL
1589,PV,2021-08-02,2021-08-01,2023-10-06,A,9999-12-31, ,9999-12-31, 
1590,PA,2021-12-28,2021-12-27,2025-06-30,U,2022-01-06,CL,9999-12-31, 
1591,PV,2022-06-12,2022-06-11,2025-05-25,M,9999-12-31, ,9999-12-31, 
1592,PS,2022-02-03,2022-02-02,2027-05-19,U,9999-12-31, ,2022-02-25,CL
1593,PA,2021-12-16,2021-12-15,2030-04-10,A,2022-01-10,TR,9999-12-31, 
1594,PS,2021-06-10,2021-06-09,2028-10-04,S,9999-12-31, ,2021-09-23,CL
1595,PV,2020-10-14,2020-10-13,2025-07-27,U,9999-12-31, ,9999-12-31, 
1596,PA,2021-05-27,2021-05-26,2021-10-13,T,2021-09-16,CL,9999-12-31, 
1597,PS,2021-01-25,2021-01-24,2029-02-20,M,9999-12-31, ,2021-10-07,CL
1598,PV,2022-02-18,2022-02-17,2022-12-21,A,9999-12-31, ,9999-12-31, 
1599,PS,2021-04-25,2021-04-24,2027-11-15,M,9999-12-31, ,2021-08-14,FP
1600,PA,2021-03-25,2021-03-24,2022-01-25,A,2021-04-25,TR,9999-12-31, 
1601,PA,2022-04-16,2022-04-15,2023-10-14,U,2022-06-12,CL,9999-12-31, 
1602,PV,2021-06-26,2021-06-25,2024-02-02,U,9999-12-31, ,9999-12-31, 
1603,PV,2021-10-04,2021-10-03,2027-06-04,M,9999-12-31, ,9999-12-31, 
1604,PA,2021-11-01,2021-10-31,2023-09-28,M,2022-04-24,FP,9999-12-31, 
1605,PA,2021-04-03,2021-04-02,2022-06-22,M,2022-04-29,TR,9999-12-31, 
1606,PV,2020-12-19,2020-12-18,2025-11-25,A,9999-12-31, ,9999-12-31, 
1607,PV,2022-03-20,2022-03-19,2027-04-11,U,9999-12-31, ,9999-12-31, 
1608,PV,2021-05-23,2021-05-22,2029-02-28,S,9999-12-31, ,9999-12-31, 
1609,PA,2021-04-18,2021-04-17,2026-05-25,M,2021-10-06,TR,9999-12-31, 
1610,PS,2020-12-24,2020-12-23,2027-12-12,M,9999-12-31, ,2022-05-09,CL
1611,PV,2021-05-12,2021-05-11,2029-09-08,A,9999-12-31, ,9999-12-31, 
1612,PA,2022-05-22,2022-05-21,2029-03-16,M,2022-07-04,FA,9999-12-31, 
1613,PA,2021-01-03,2021-01-02,2028-10-19,M,2022-01-23,CL,9999-12-31, 
1614,PV,2022-03-11,2022-03-10,2030-01-30,A,9999-12-31, ,9999-12-31, 
1615,PA,2021-12-16,2021-12-15,2030-02-27,S,2022-02-23,TR,9999-12-31, 
1616,PV,2021-08-03,2021-08-02,2028-01-16,U,9999-12-31, ,9999-12-31, 
1617,PV,2021-01-26,2021-01-25,2021-12-29,A,9999-12-31, ,9999-12-31, 
1618,PV,2022-01-05,2022-01-04,2028-06-11,T,9999-12-31, ,9999-12-31, 
1619,PS,2020-12-15,2020-12-14,2021-01-22,U,9999-12-31, ,2021-08-28,CL
1620,PS,2022-01-02,2022-01-01,2030-01-11,T,9999-12-31, ,2022-05-02,FP
1621,PV,2021-06-12,2021-06-11,2028-06-12,A,9999-12-31, ,9999-12-31, 
1622,PA,2020-12-05,2020-12-04,2025-11-14,A,2022-03-30,TR,9999-12-31, 
1623,PV,2021-08-10,2021-08-09,2026-01-03,M,9999-12-31, ,9999-12-31, 
1624,PV,2022-05-27,2022-05-26,2024-03-16,S,9999-12-31, ,9999-12-31, 
1625,PA,2022-01-13,2022-01-12,2023-01-04,S,2022-03-20,FA,9999-12-31, 
1626,PS,2021-02-02,2021-02-01,2030-06-24,U,9999-12-31, ,2022-04-21,FP
1627,PS,2022-01-18,2022-01-17,2023-04-17,T,9999-12-31, ,2022-02-01,CL
1628,PA,2021-08-29,2021-08-28,2026-06-04,U,2022-06-12,FP,9999-12-31, 
1629,PA,2020-11-02,2020-11-01,2030-05-19,U,2021-11-09,FP,9999-12-31, 
1630,PA,2020-12-17,2020-12-16,2022-05-11,A,2021-03-16,FP,9999-12-31, 
1631,PA,2021-09-17,2021-09-16,2025-12-31,U,2022-06-11,FP,9999-12-31, 
1632,PS,2021-07-07,2021-07-06,2027-12-02,U,9999-12-31, ,2022-03-20,FP
1633,PV,2021-02-12,2021-02-11,2023-10-29,T,9999-12-31, ,9999-12-31, 
1634,PV,2021-09-19,2021-09-18,2029-05-21,U,9999-12-31, ,9999-12-31, 
1635,PA,2021-09-30,2021-09-29,2030-06-03,M,2021-10-05,CL,9999-12-31, 
1636,PA,2020-11-24,2020-11-23,2029-07-24,M,2022-04-20,FP,9999-12-31, 
1637,PA,2022-05-22,2022-05-21,2026-04-15,T,2022-06-12,CL,9999-12-31, 
1638,PV,2022-01-30,2022-01-29,2022-03-25,A,9999-12-31, ,9999-12-31, 
1639,PV,2022-03-31,2022-03-30,2029-12-07,A,9999-12-31, ,9999-12-31, 
1640,PS,2021-09-16,2021-09-15,2027-05-04,M,9999-12-31, ,2022-07-05,CL
1641,PS,2021-08-11,2021-08-10,2024-09-28,S,9999-12-31, ,2021-11-25,CL
1642,PA,2022-02-10,2022-02-09,2027-01-16,M,2022-02-27,FP,9999-12-31, 
1643,PA,2022-03-13,2022-03-12,2023-12-09,S,2022-05-30,TR,9999-12-31, 
1644,PA,2021-02-22,2021-02-21,2021-09-14,M,2021-10-11,TR,9999-12-31, 
1645,PA,2021-04-09,2021-04-08,2029-03-01,S,2021-08-21,FA,9999-12-31, 
1646,PV,2021-09-27,2021-09-26,2029-05-04,S,9999-12-31, ,9999-12-31, 
1647,PS,2021-03-18,2021-03-17,2029-04-01,M,9999-12-31, ,2022-06-05,CL
1648,PS,2021-09-05,2021-09-04,2028-03-21,U,9999-12-31, ,2022-02-16,CL
1649,PV,2022-04-03,2022-04-02,2025-06-06,U,9999-12-31, ,9999-12-31, 
1650,PA,2021-04-08,2021-04-07,2024-11-06,A,2021-08-16,CL,9999-12-31, 
1651,PV,2022-03-29,2022-03-28,2030-04-30,S,9999-12-31, ,9999-12-31, 
1652,PS,2021-08-31,2021-08-30,2022-06-29,A,9999-12-31, ,2021-10-25,CL
1653,PA,2020-12-05,2020-12-04,2023-06-28,S,2021-08-15,TR,9999-12-31, 
1654,PA,2020-11-22,2020-11-21,2025-04-21,T,2020-12-26,TR,9999-12-31, 
1655,PV,2020-12-09,2020-12-08,2030-01-22,T,9999-12-31, ,9999-12-31, 
1656,PS,2021-04-22,2021-04-21,2022-08-10,A,9999-12-31, ,2021-06-05,FP
1657,PA,2022-05-08,2022-05-07,2028-12-29,U,2022-05-08,CL,9999-12-31, 
1658,PA,2021-05-09,2021-05-08,2026-05-29,T,2021-10-28,FA,9999-12-31, 
1659,PV,2021-10-02,2021-10-01,2030-01-20,T,9999-12-31, ,9999-12-31, 
1660,PA,2021-06-24,2021-06-23,2025-08-09,S,2021-07-21,FP,9999-12-31, 
1661,PA,2021-08-22,2021-08-21,2026-10-10,U,2021-09-07,FA,9999-12-31, 
1662,PS,2022-05-28,2022-05-27,2026-10-03,A,9999-12-31, ,2022-06-26,CL
1663,PV,2021-03-26,2021-03-25,2028-02-28,M,9999-12-31, ,9999-12-31, 
1664,PA,2021-11-22,2021-11-21,2025-08-19,S,2022-06-22,CL,9999-12-31, 
1665,PV,2022-01-01,2021-12-31,2025-01-25,U,9999-12-31, ,9999-12-31, 
1666,PA,2020-11-24,2020-11-23,2023-02-25,A,2021-09-30,FA,9999-12-31, 
1667,PV,2021-09-18,2021-09-17,2024-10-08,S,9999-12-31, ,9999-12-31, 
1668,PA,2022-05-13,2022-05-12,2022-09-01,A,2022-06-11,TR,9999-12-31, 
1669,PV,2021-07-28,2021-07-27,2025-10-19,T,9999-12-31, ,9999-12-31, 
1670,PA,2021-10-14,2021-10-13,2021-12-08,S,2022-01-22,FA,9999-12-31, 
1671,PV,2021-08-17,2021-08-16,2025-04-02,S,9999-12-31, ,9999-12-31, 
1672,PS,2021-04-12,2021-04-11,2028-04-07,T,9999-12-31, ,2022-02-06,FP
1673,PS,2020-11-18,2020-11-17,2022-09-25,T,9999-12-31, ,2022-01-26,CL
1674,PV,2020-11-17,2020-11-16,2021-06-28,S,9999-12-31, ,9999-12-31, 
1675,PS,2022-02-18,2022-02-17,2027-06-26,A,9999-12-31, ,2022-05-15,CL
1676,PV,2021-01-27,2021-01-26,2025-05-29,U,9999-12-31, ,9999-12-31, 
1677,PV,2021-12-14,2021-12-13,2024-05-14,A,9999-12-31, ,9999-12-31, 
1678,PA,2022-03-26,2022-03-25,2023-11-13,T,2022-05-07,TR,9999-12-31, 
1679,PV,2021-09-09,2021-09-08,2023-01-05,T,9999-12-31, ,9999-12-31, 
1680,PV,2022-04-05,2022-04-04,2030-05-27,M,9999-12-31, ,9999-12-31, 
1681,PS,2020-12-27,2020-12-26,2021-06-26,T,9999-12-31, ,2022-03-12,CL
1682,PA,2021-08-30,2021-08-29,2023-12-30,S,2022-02-05,CL,9999-12-31, 
1683,PS,2021-02-07,2021-02-06,2022-03-03,M,9999-12-31, ,2021-05-04,CL
1684,PA,2022-04-08,2022-04-07,2025-09-25,U,2022-05-28,FA,9999-12-31, 
1685,PV,2021-05-29,2021-05-28,2023-11-23,U,9999-12-31, ,9999-12-31, 
1686,PA,2022-06-09,2022-06-08,2022-12-04,T,2022-06-20,TR,9999-12-31, 
1687,PA,2021-04-03,2021-04-02,2021-05-20,A,2021-10-09,TR,9999-12-31, 
1688,PS,2022-06-03,2022-06-02,2030-06-29,U,9999-12-31, ,2022-07-04,FP
1689,PV,2021-06-23,2021-06-22,2030-03-18,S,9999-12-31, ,9999-12-31, 
1690,PA,2022-02-13,2022-02-12,2026-04-30,T,2022-04-12,TR,9999-12-31, 
1691,PA,2022-05-15,2022-05-14,2026-01-31,A,2022-06-04,CL,9999-12-31, 
1692,PS,2022-05-22,2022-05-21,2025-02-16,M,9999-12-31, ,2022-06-11,CL
1693,PS,2021-12-22,2021-12-21,2027-02-21,S,9999-12-31, ,2022-06-10,CL
1694,PS,2021-02-05,2021-02-04,2024-12-08,M,9999-12-31, ,2021-11-11,CL
1695,PS,2021-06-10,2021-06-09,2029-07-09,A,9999-12-31, ,2022-05-29,CL
1696,PA,2021-07-16,2021-07-15,2028-03-16,S,2022-05-06,FA,9999-12-31, 
1697,PA,2022-03-21,2022-03-20,2024-04-21,M,2022-06-26,TR,9999-12-31, 
1698,PV,2021-03-31,2021-03-30,2023-04-16,S,9999-12-31, ,9999-12-31, 
1699,PS,2020-11-04,2020-11-03,2028-07-01,U,9999-12-31, ,2021-02-26,FP
1700,PA,2022-06-20,2022-06-19,2025-10-16,A,2022-07-03,FA,9999-12-31, 
1701,PS,2022-04-10,2022-04-09,2028-12-16,S,9999-12-31, ,2022-05-14,CL
1702,PS,2022-05-10,2022-05-09,2024-09-16,S,9999-12-31, ,2022-06-06,CL
1703,PS,2020-10-13,2020-10-12,2028-06-16,M,9999-12-31, ,2021-08-15,CL
1704,PV,2021-09-25,2021-09-24,2022-01-26,S,9999-12-31, ,9999-12-31, 
1705,PS,2022-06-04,2022-06-03,2029-05-19,A,9999-12-31, ,2022-06-30,CL
1706,PS,2021-03-09,2021-03-08,2029-08-28,S,9999-12-31, ,2022-02-05,CL
1707,PS,2022-06-08,2022-06-07,2028-11-22,U,9999-12-31, ,2022-06-28,CL
1708,PS,2020-12-08,2020-12-07,2022-06-10,A,9999-12-31, ,2021-01-22,FP
1709,PV,2021-01-09,2021-01-08,2025-04-10,A,9999-12-31, ,9999-12-31, 
1710,PA,2022-04-21,2022-04-20,2027-05-17,S,2022-06-27,CL,9999-12-31, 
1711,PA,2022-06-02,2022-06-01,2024-06-17,U,2022-06-05,TR,9999-12-31, 
1712,PV,2022-02-06,2022-02-05,2024-02-17,U,9999-12-31, ,9999-12-31, 
1713,PV,2022-04-03,2022-04-02,2025-01-31,M,9999-12-31, ,9999-12-31, 
1714,PA,2021-05-24,2021-05-23,2026-04-28,M,2021-10-21,TR,9999-12-31, 
1715,PS,2021-09-04,2021-09-03,2025-06-16,T,9999-12-31, ,2022-01-23,FP
1716,PS,2021-06-04,2021-06-03,2024-12-06,M,9999-12-31, ,2021-08-16,CL
1717,PV,2022-01-02,2022-01-01,2027-07-19,M,9999-12-31, ,9999-12-31, 
1718,PV,2021-03-29,2021-03-28,2025-05-21,A,9999-12-31, ,9999-12-31, 
1719,PS,2022-04-27,2022-04-26,2022-10-22,A,9999-12-31, ,2022-06-05,CL
1720,PS,2020-12-15,2020-12-14,2022-08-20,U,9999-12-31, ,2020-12-26,FP
1721,PS,2022-01-22,2022-01-21,2029-11-29,M,9999-12-31, ,2022-06-28,FP
1722,PV,2021-06-26,2021-06-25,2024-11-23,T,9999-12-31, ,9999-12-31, 
1723,PV,2021-07-24,2021-07-23,2024-02-05,T,9999-12-31, ,9999-12-31, 
1724,PS,2021-09-03,2021-09-02,2028-01-19,U,9999-12-31, ,2021-11-04,CL
1725,PV,2021-06-13,2021-06-12,2029-04-03,A,9999-12-31, ,9999-12-31, 
1726,PS,2021-11-19,2021-11-18,2026-02-13,M,9999-12-31, ,2021-12-25,CL
1727,PA,2022-06-20,2022-06-19,2023-07-10,T,2022-06-23,FP,9999-12-31, 
1728,PS,2021-07-15,2021-07-14,2024-12-17,U,9999-12-31, ,2021-10-25,CL
1729,PV,2021-09-28,2021-09-27,2026-10-22,S,9999-12-31, ,9999-12-31, 
1730,PS,2021-11-02,2021-11-01,2025-05-07,S,9999-12-31, ,2022-04-25,CL
1731,PA,2021-09-30,2021-09-29,2027-05-30,U,2022-01-11,CL,9999-12-31, 
1732,PA,2021-07-02,2021-07-01,2021-10-06,U,2021-10-24,FP,9999-12-31, 
1733,PS,2022-04-19,2022-04-18,2027-11-25,A,9999-12-31, ,2022-06-09,FP
1734,PV,2021-02-14,2021-02-13,2023-03-02,S,9999-12-31, ,9999-12-31, 
1735,PV,2022-01-17,2022-01-16,2027-07-15,A,9999-12-31, ,9999-12-31, 
1736,PV,2022-01-27,2022-01-26,2027-08-01,U,9999-12-31, ,9999-12-31, 
1737,PS,2021-07-03,2021-07-02,2026-06-15,M,9999-12-31, ,2022-03-25,FP
1738,PS,2021-04-27,2021-04-26,2021-09-27,U,9999-12-31, ,2021-09-06,CL
1739,PA,2021-11-10,2021-11-09,2029-05-09,S,2022-01-02,FA,9999-12-31, 
1740,PV,2021-03-25,2021-03-24,2028-05-29,M,9999-12-31, ,9999-12-31, 
1741,PV,2022-03-17,2022-03-16,2024-04-25,S,9999-12-31, ,9999-12-31, 
1742,PV,2021-05-17,2021-05-16,2025-02-23,A,9999-12-31, ,9999-12-31, 
1743,PV,2021-03-26,2021-03-25,2022-03-07,A,9999-12-31, ,9999-12-31, 
1744,PA,2020-11-18,2020-11-17,2021-02-05,M,2022-06-05,FA,9999-12-31, 
1745,PV,2021-10-27,2021-10-26,2022-03-16,M,9999-12-31, ,9999-12-31, 
1746,PS,2021-10-09,2021-10-08,2025-12-20,S,9999-12-31, ,2022-03-10,FP
1747,PA,2021-05-26,2021-05-25,2023-03-07,T,2021-06-21,TR,9999-12-31, 
1748,PS,2021-12-28,2021-12-27,2027-05-05,A,9999-12-31, ,2022-06-04,CL
1749,PA,2020-11-12,2020-11-11,2029-12-17,S,2021-10-13,CL,9999-12-31, 
1750,PA,2021-07-19,2021-07-18,2022-02-15,M,2021-10-12,FA,9999-12-31, 
1751,PV,2022-03-17,2022-03-16,2030-01-10,U,9999-12-31, ,9999-12-31, 
1752,PV,2021-02-20,2021-02-19,2026-05-24,S,9999-12-31, ,9999-12-31, 
1753,PS,2022-02-08,2022-02-07,2022-12-17,T,9999-12-31, ,2022-02-08,CL
1754,PS,2021-02-15,2021-02-14,2029-08-24,A,9999-12-31, ,2021-07-20,CL
1755,PV,2021-07-17,2021-07-16,2028-01-19,M,9999-12-31, ,9999-12-31, 
1756,PV,2021-02-06,2021-02-05,2025-12-17,U,9999-12-31, ,9999-12-31, 
1757,PA,2021-05-07,2021-05-06,2027-07-10,A,2021-06-19,TR,9999-12-31, 
1758,PV,2022-03-16,2022-03-15,2026-03-26,T,9999-12-31, ,9999-12-31, 
1759,PS,2021-07-15,2021-07-14,2029-04-17,T,9999-12-31, ,2022-03-23,FP
1760,PA,2020-11-16,2020-11-15,2023-07-16,A,2021-10-27,FP,9999-12-31, 
1761,PS,2022-05-10,2022-05-09,2027-08-31,U,9999-12-31, ,2022-05-13,CL
1762,PS,2021-03-09,2021-03-08,2023-09-23,T,9999-12-31, ,2021-04-17,CL
1763,PV,2022-01-18,2022-01-17,2030-04-25,T,9999-12-31, ,9999-12-31, 
1764,PS,2022-05-29,2022-05-28,2024-07-02,A,9999-12-31, ,2022-06-07,FP
1765,PS,2021-10-08,2021-10-07,2023-06-17,U,9999-12-31, ,2022-04-02,CL
1766,PS,2021-09-01,2021-08-31,2025-07-25,A,9999-12-31, ,2021-12-18,CL
1767,PS,2022-03-19,2022-03-18,2029-03-28,S,9999-12-31, ,2022-04-14,CL
1768,PA,2021-10-14,2021-10-13,2024-05-21,M,2022-03-07,FP,9999-12-31, 
1769,PS,2021-10-09,2021-10-08,2023-07-05,U,9999-12-31, ,2022-01-31,FP
1770,PV,2022-01-31,2022-01-30,2026-04-03,S,9999-12-31, ,9999-12-31, 
