idsiniestro,idpoliza,fecha_ocurs,fecha_apertura,fecha_cierre,tipo_siniestro,estado 
1348,1682,2021-06-22,2021-12-26,9999-12-31,FA,AB
1349,1684,2021-09-26,2021-08-02,2021-11-30,IN,CE
1350,1420,2021-08-06,2022-02-03,2022-03-21,FA,CE
1351,843,2021-10-12,2021-08-11,2022-07-01,IN,CE
1352,592,2021-11-21,2021-03-27,9999-12-31,RE,AB
1353,1729,2021-02-07,2020-11-26,2020-12-08,FA,CE
1354,1031,2022-01-28,2021-12-12,2022-02-26,IN,CE
1355,1602,2021-01-16,2021-04-20,9999-12-31,RE,AB
1356,161,2021-04-02,2021-08-09,2021-08-10,FA,CE
1357,66,2022-03-15,2021-04-15,2021-12-12,IN,CE
1358,1209,2021-09-16,2020-12-15,9999-12-31,FA,AB
1359,1452,2022-01-11,2021-12-12,9999-12-31,IN,AB
1360,878,2021-04-02,2022-03-06,2022-05-11,FA,CE
1361,1148,2021-09-01,2021-11-08,2022-04-11,FA,CE
1362,1785,2021-08-25,2021-05-02,9999-12-31,FA,AB
1363,1624,2020-10-20,2022-07-05,2022-07-05,IN,CE
1364,939,2021-06-13,2022-04-16,2022-04-23,RE,CE
1365,1813,2021-04-23,2021-11-07,9999-12-31,FA,AB
1366,1633,2020-11-26,2021-04-12,9999-12-31,IN,AB
1367,1265,2021-08-05,2021-09-19,2021-12-12,RE,CE
1368,1106,2021-04-12,2022-04-24,9999-12-31,RE,AB
1369,1290,2021-11-24,2020-11-16,9999-12-31,RE,AB
1370,1038,2022-05-25,2020-11-19,2021-11-12,IN,CE
1371,238,2021-06-07,2021-11-09,2022-02-26,IN,CE
1372,100,2021-05-10,2022-05-03,2022-05-09,IN,CE
1373,1353,2021-06-17,2022-02-07,2022-05-04,FA,CE
1374,373,2022-02-19,2022-02-18,2022-04-11,FA,CE
1375,1393,2022-06-11,2022-05-23,2022-06-30,FA,CE
1376,1103,2021-02-16,2021-08-07,2022-04-14,IN,CE
1377,1968,2021-08-03,2022-01-10,2022-02-05,IN,CE
1378,1763,2022-06-09,2021-10-05,9999-12-31,FA,AB
1379,1239,2021-06-14,2022-06-30,9999-12-31,IN,AB
1380,1935,2022-04-15,2021-04-05,9999-12-31,FA,AB
1381,452,2022-06-11,2021-07-16,9999-12-31,RE,AB
1382,1638,2020-11-23,2021-11-10,9999-12-31,FA,AB
1383,1193,2021-06-09,2021-09-20,2021-12-27,FA,CE
1384,283,2022-05-26,2021-04-04,9999-12-31,FA,AB
1385,933,2021-07-23,2021-08-20,9999-12-31,RE,AB
1386,1098,2021-07-21,2021-04-20,2021-09-27,FA,CE
1387,966,2021-12-28,2020-12-06,9999-12-31,IN,AB
1388,1944,2021-01-28,2022-01-12,2022-03-02,FA,CE
1389,1073,2020-12-29,2022-03-25,9999-12-31,RE,AB
1390,1454,2022-06-25,2020-12-23,2021-06-23,RE,CE
1391,917,2020-10-30,2021-09-03,2021-10-15,FA,CE
1392,787,2022-02-24,2021-12-08,2022-05-07,RE,CE
1393,1113,2020-11-01,2021-11-17,9999-12-31,RE,AB
1394,861,2021-10-17,2021-08-26,2022-03-02,IN,CE
1395,890,2021-11-21,2021-06-04,2021-08-28,IN,CE
1396,319,2021-05-28,2021-11-02,2021-11-19,FA,CE
1397,238,2021-04-20,2022-04-06,2022-05-30,IN,CE
1398,736,2022-02-25,2022-03-17,9999-12-31,IN,AB
1399,1918,2021-09-07,2020-12-27,2022-01-14,FA,CE
1400,325,2022-01-30,2021-11-25,9999-12-31,FA,AB
1401,349,2022-05-25,2021-07-28,9999-12-31,FA,AB
1402,1713,2021-05-24,2021-12-19,2022-02-09,IN,CE
1403,560,2021-08-21,2021-12-16,2022-03-28,FA,CE
1404,1279,2021-07-04,2022-03-27,2022-04-22,RE,CE
1405,1896,2021-08-18,2022-01-20,2022-06-24,FA,CE
1406,171,2021-02-22,2022-06-22,2022-07-03,IN,CE
1407,1939,2020-11-27,2021-02-18,9999-12-31,FA,AB
1408,641,2021-05-15,2020-10-22,2022-03-30,IN,CE
1409,180,2021-01-04,2022-06-12,9999-12-31,FA,AB
1410,1528,2021-05-07,2021-05-28,2021-06-23,FA,CE
1411,1788,2022-04-04,2020-11-11,9999-12-31,IN,AB
1412,1659,2021-03-24,2022-07-04,9999-12-31,IN,AB
1413,665,2020-12-24,2022-03-28,9999-12-31,IN,AB
1414,735,2021-08-07,2021-12-24,2022-05-09,FA,CE
1415,1548,2020-10-24,2021-05-24,9999-12-31,RE,AB
1416,155,2021-11-26,2021-12-07,9999-12-31,RE,AB
1417,1138,2021-01-31,2020-11-06,2020-11-24,IN,CE
1418,798,2021-12-06,2020-11-01,2022-01-27,FA,CE
1419,64,2021-09-07,2021-02-22,2021-11-16,RE,CE
1420,479,2021-01-09,2021-05-22,2022-01-04,IN,CE
1421,349,2020-12-10,2022-01-12,9999-12-31,RE,AB
1422,420,2021-07-27,2021-10-06,2022-02-19,RE,CE
1423,1522,2021-02-04,2021-11-03,2022-04-01,FA,CE
1424,1054,2021-11-20,2021-11-03,2022-02-12,RE,CE
1425,815,2022-07-03,2022-01-21,9999-12-31,RE,AB
1426,454,2020-10-16,2021-10-11,2022-06-13,FA,CE
1427,1383,2020-11-18,2022-03-05,2022-04-09,IN,CE
1428,699,2022-03-15,2020-11-16,9999-12-31,RE,AB
1429,577,2021-06-05,2021-05-31,9999-12-31,RE,AB
1430,1043,2020-12-10,2022-06-05,2022-06-25,FA,CE
1431,1015,2020-10-16,2021-01-02,2021-07-30,FA,CE
1432,1779,2022-02-04,2021-12-26,2022-06-11,RE,CE
1433,1140,2021-12-09,2021-01-14,9999-12-31,RE,AB
1434,909,2021-02-11,2021-06-24,9999-12-31,RE,AB
1435,102,2021-03-20,2021-08-02,9999-12-31,RE,AB
1436,621,2021-12-16,2022-03-06,9999-12-31,RE,AB
1437,657,2021-01-07,2022-06-12,2022-06-27,FA,CE
1438,74,2021-10-15,2021-05-17,9999-12-31,FA,AB
1439,783,2022-01-08,2020-11-09,9999-12-31,IN,AB
1440,628,2021-08-12,2021-11-27,9999-12-31,FA,AB
1441,1704,2021-01-29,2021-11-22,9999-12-31,FA,AB
1442,1541,2022-03-12,2021-01-29,9999-12-31,IN,AB
1443,1839,2020-10-26,2022-01-21,2022-04-28,RE,CE
1444,1197,2022-03-29,2022-05-15,9999-12-31,RE,AB
1445,1261,2022-04-09,2020-12-09,9999-12-31,IN,AB
1446,1609,2020-11-11,2021-12-05,2022-04-13,IN,CE
1447,1760,2021-10-30,2021-03-31,9999-12-31,FA,AB
1448,1678,2021-10-23,2021-11-11,9999-12-31,IN,AB
1449,639,2021-07-22,2021-06-23,9999-12-31,RE,AB
1450,945,2022-06-24,2022-03-05,2022-04-27,RE,CE
1451,376,2021-03-11,2021-07-22,2021-08-07,FA,CE
1452,204,2021-09-17,2022-04-26,9999-12-31,FA,AB
1453,1550,2022-04-06,2021-08-29,9999-12-31,IN,AB
1454,1240,2021-02-20,2021-03-29,2022-06-19,FA,CE
1455,1620,2021-12-29,2022-02-08,2022-06-25,IN,CE
1456,1660,2021-07-29,2021-06-25,2021-09-25,FA,CE
1457,887,2020-12-19,2021-12-07,9999-12-31,RE,AB
1458,1320,2021-11-13,2021-12-20,9999-12-31,FA,AB
1459,1443,2022-05-12,2021-03-28,2022-04-10,IN,CE
1460,808,2021-12-03,2021-12-24,2022-05-13,FA,CE
1461,785,2020-12-19,2021-06-21,2021-11-19,IN,CE
1462,396,2021-10-23,2021-07-12,2021-08-15,RE,CE
1463,132,2020-12-12,2021-11-24,2022-03-30,RE,CE
1464,210,2022-01-28,2021-09-13,2022-05-20,IN,CE
1465,1463,2021-08-20,2022-06-15,2022-07-01,FA,CE
1466,1640,2022-02-11,2022-01-18,9999-12-31,IN,AB
1467,315,2021-11-06,2020-12-23,9999-12-31,IN,AB
1468,1960,2022-05-10,2022-05-14,2022-06-02,RE,CE
1469,480,2021-12-25,2021-01-30,9999-12-31,RE,AB
1470,466,2021-02-03,2020-10-27,2021-05-04,FA,CE
1471,1017,2022-06-13,2021-12-10,9999-12-31,FA,AB
1472,229,2021-12-07,2022-04-06,9999-12-31,IN,AB
1473,1967,2021-08-27,2022-03-24,2022-04-08,FA,CE
1474,228,2022-03-28,2022-02-07,9999-12-31,FA,AB
1475,193,2022-06-08,2021-08-03,9999-12-31,FA,AB
1476,1116,2021-02-01,2021-10-21,9999-12-31,RE,AB
1477,1680,2022-03-12,2022-05-26,9999-12-31,RE,AB
1478,272,2021-07-06,2021-09-21,9999-12-31,IN,AB
1479,1260,2022-01-25,2021-06-05,2021-09-22,FA,CE
1480,1148,2021-08-20,2022-01-28,2022-02-16,FA,CE
1481,339,2022-03-14,2021-10-10,9999-12-31,FA,AB
1482,1163,2021-07-15,2022-01-30,9999-12-31,FA,AB
1483,979,2022-05-19,2022-01-13,2022-06-09,FA,CE
1484,759,2021-07-11,2020-11-17,9999-12-31,FA,AB
1485,688,2022-02-11,2021-10-19,2022-06-28,IN,CE
1486,691,2022-05-14,2021-04-07,2021-08-14,FA,CE
1487,1122,2021-04-06,2021-04-26,9999-12-31,IN,AB
1488,392,2021-01-05,2022-03-18,9999-12-31,IN,AB
1489,1453,2021-05-14,2022-02-13,9999-12-31,RE,AB
1490,229,2021-10-09,2020-11-19,9999-12-31,RE,AB
1491,1308,2021-06-16,2022-02-18,9999-12-31,FA,AB
1492,354,2021-01-25,2022-04-06,2022-06-30,IN,CE
1493,1747,2021-03-31,2022-03-21,9999-12-31,IN,AB
1494,877,2022-05-03,2020-11-16,9999-12-31,IN,AB
1495,224,2021-03-26,2022-05-22,9999-12-31,RE,AB
1496,489,2022-04-08,2021-01-25,2021-07-24,IN,CE
1497,1085,2021-12-17,2021-06-09,9999-12-31,IN,AB
1498,640,2021-11-14,2022-02-17,2022-03-14,IN,CE
1499,1373,2021-11-13,2022-06-07,9999-12-31,RE,AB
1500,573,2020-11-18,2020-10-23,2021-05-02,RE,CE
1501,1527,2022-02-07,2020-11-25,2021-02-02,IN,CE
1502,1249,2021-09-10,2020-11-22,2022-01-21,IN,CE
1503,714,2022-06-06,2022-04-05,9999-12-31,RE,AB
1504,1958,2021-07-14,2022-02-27,2022-07-02,FA,CE
1505,1535,2022-01-24,2021-01-05,9999-12-31,FA,AB
1506,237,2021-02-27,2022-04-15,9999-12-31,FA,AB
1507,927,2021-09-12,2022-01-06,2022-01-22,RE,CE
1508,226,2022-04-07,2021-10-23,2021-10-30,IN,CE
1509,489,2021-08-26,2022-04-29,9999-12-31,RE,AB
1510,1556,2021-03-23,2021-03-26,2021-04-12,FA,CE
1511,1320,2021-02-02,2020-10-25,2022-06-03,IN,CE
1512,852,2022-01-04,2021-11-30,2022-06-09,IN,CE
1513,693,2020-11-14,2021-12-25,9999-12-31,IN,AB
1514,838,2021-12-01,2022-01-14,2022-02-25,FA,CE
1515,668,2022-02-06,2021-10-01,9999-12-31,RE,AB
1516,1697,2022-06-15,2021-04-19,9999-12-31,IN,AB
1517,601,2021-06-18,2022-06-13,9999-12-31,RE,AB
1518,1330,2021-05-31,2022-06-18,2022-06-19,IN,CE
1519,336,2021-12-01,2020-12-31,9999-12-31,RE,AB
1520,607,2020-12-18,2021-04-25,2022-06-09,IN,CE
1521,989,2021-07-28,2020-11-18,2021-01-12,RE,CE
1522,1261,2021-12-18,2022-02-19,2022-02-27,FA,CE
1523,741,2021-07-12,2022-05-07,9999-12-31,IN,AB
1524,400,2021-06-01,2021-03-29,2022-01-05,FA,CE
1525,1442,2021-06-28,2021-02-01,9999-12-31,FA,AB
1526,1774,2022-01-19,2020-10-11,9999-12-31,RE,AB
1527,1161,2021-11-30,2022-03-09,2022-04-03,IN,CE
1528,493,2021-08-09,2020-10-14,2021-01-08,RE,CE
1529,806,2022-02-03,2022-04-21,9999-12-31,RE,AB
1530,26,2021-11-06,2022-03-08,2022-05-23,RE,CE
1531,1973,2020-10-28,2021-05-12,2022-05-13,FA,CE
1532,1349,2021-01-30,2020-10-11,9999-12-31,RE,AB
1533,337,2021-10-02,2022-04-08,2022-06-03,RE,CE
1534,1676,2020-11-18,2020-10-18,2022-06-12,IN,CE
1535,763,2021-04-02,2021-12-18,2022-01-17,IN,CE
1536,1291,2021-06-10,2022-02-02,2022-06-04,FA,CE
1537,1189,2021-04-03,2021-01-15,9999-12-31,IN,AB
1538,1017,2020-11-16,2021-08-13,2021-11-07,IN,CE
1539,1918,2021-10-13,2021-04-30,9999-12-31,FA,AB
1540,727,2022-06-07,2021-01-15,2021-08-14,FA,CE
1541,1329,2020-11-04,2021-05-31,9999-12-31,FA,AB
1542,1109,2021-01-12,2022-05-27,9999-12-31,RE,AB
1543,726,2020-11-08,2022-01-28,2022-05-19,RE,CE
1544,1678,2022-06-16,2022-05-17,2022-07-05,FA,CE
1545,520,2021-11-16,2021-05-19,9999-12-31,RE,AB
1546,1875,2021-06-26,2021-04-25,2021-06-22,IN,CE
1547,1202,2020-11-27,2020-12-25,2021-07-15,IN,CE
1548,835,2021-01-17,2021-01-01,2022-02-04,IN,CE
1549,1629,2022-05-22,2021-06-08,9999-12-31,RE,AB
1550,1713,2022-02-06,2020-11-07,2022-01-23,IN,CE
1551,1824,2021-08-08,2022-03-08,2022-05-17,RE,CE
1552,614,2022-03-31,2021-01-27,9999-12-31,IN,AB
1553,1760,2022-03-07,2021-09-16,2022-02-28,FA,CE
1554,609,2021-04-22,2021-07-14,2021-08-17,RE,CE
1555,541,2021-11-18,2021-02-21,2021-03-14,IN,CE
1556,1754,2021-02-13,2021-05-10,9999-12-31,IN,AB
1557,859,2020-10-11,2021-05-26,2021-10-16,RE,CE
1558,568,2022-06-07,2022-03-08,2022-03-09,IN,CE
1559,290,2021-08-30,2021-12-31,9999-12-31,IN,AB
1560,319,2022-05-16,2021-09-05,9999-12-31,IN,AB
1561,1767,2021-08-21,2022-01-10,9999-12-31,IN,AB
1562,558,2022-02-27,2022-01-02,9999-12-31,IN,AB
1563,1342,2020-12-09,2021-10-11,2021-11-02,IN,CE
1564,277,2021-11-08,2021-09-02,2022-01-21,FA,CE
1565,1887,2021-03-25,2021-01-09,2021-11-19,RE,CE
1566,393,2022-04-29,2020-10-19,9999-12-31,RE,AB
1567,603,2022-04-05,2021-11-24,2022-01-20,IN,CE
1568,1958,2022-03-14,2022-06-12,9999-12-31,FA,AB
1569,1077,2021-05-14,2020-11-17,2021-06-02,FA,CE
1570,1843,2020-11-01,2021-04-06,9999-12-31,FA,AB
1571,1773,2020-12-18,2022-02-09,9999-12-31,IN,AB
1572,837,2020-11-13,2020-12-16,2022-03-01,FA,CE
1573,1102,2022-05-08,2021-06-28,9999-12-31,FA,AB
1574,1407,2021-05-13,2021-01-13,9999-12-31,FA,AB
1575,590,2021-11-08,2021-12-22,2022-02-21,IN,CE
1576,18,2022-03-12,2021-07-26,2021-08-08,RE,CE
1577,397,2020-11-15,2021-03-30,9999-12-31,FA,AB
1578,1229,2022-01-23,2022-04-12,9999-12-31,FA,AB
1579,1877,2021-12-15,2020-12-25,9999-12-31,RE,AB
1580,1237,2020-12-28,2022-05-11,9999-12-31,RE,AB
1581,1119,2022-04-26,2021-11-11,2021-12-12,FA,CE
1582,1669,2020-10-30,2022-07-04,2022-07-05,RE,CE
1583,1048,2021-08-27,2021-01-03,2021-11-29,FA,CE
1584,853,2021-07-03,2021-10-23,9999-12-31,RE,AB
1585,524,2021-02-06,2022-04-17,2022-05-26,FA,CE
1586,1234,2022-02-08,2021-05-24,9999-12-31,RE,AB
1587,461,2021-03-21,2021-09-28,9999-12-31,FA,AB
1588,1011,2021-07-14,2021-03-21,9999-12-31,IN,AB
1589,1018,2021-04-07,2021-03-14,9999-12-31,FA,AB
1590,97,2020-11-27,2021-06-03,9999-12-31,FA,AB
1591,711,2021-10-21,2021-02-14,2022-03-07,FA,CE
1592,1781,2022-04-12,2021-10-25,2022-04-24,FA,CE
1593,615,2021-09-27,2021-06-15,2022-06-13,IN,CE
1594,1104,2021-10-05,2021-02-12,9999-12-31,RE,AB
1595,936,2022-03-29,2021-06-23,2022-01-31,RE,CE
1596,379,2021-02-06,2021-03-30,9999-12-31,IN,AB
1597,1049,2020-10-17,2022-04-28,2022-05-14,IN,CE
1598,1851,2021-03-22,2021-11-02,2022-02-07,FA,CE
1599,712,2021-05-29,2022-07-02,9999-12-31,FA,AB
1600,1972,2021-08-15,2021-01-09,2022-06-05,IN,CE
1601,1116,2021-07-16,2021-09-08,9999-12-31,RE,AB
1602,1405,2021-11-24,2021-01-25,9999-12-31,FA,AB
1603,561,2021-02-16,2021-04-13,2021-05-23,FA,CE
1604,760,2021-01-24,2020-10-18,9999-12-31,FA,AB
1605,875,2021-07-18,2020-12-14,9999-12-31,IN,AB
1606,366,2021-10-13,2021-07-29,9999-12-31,RE,AB
1607,245,2021-12-26,2021-11-01,9999-12-31,FA,AB
1608,1266,2021-10-27,2021-08-14,2022-07-02,IN,CE
1609,1516,2022-03-07,2021-12-15,9999-12-31,FA,AB
1610,1212,2021-02-17,2021-10-22,2022-01-23,RE,CE
1611,1097,2021-03-08,2020-12-15,2022-05-02,RE,CE
1612,635,2020-11-19,2021-10-11,2022-04-19,FA,CE
1613,392,2022-04-10,2021-07-04,2022-01-14,RE,CE
1614,117,2021-05-31,2022-02-28,9999-12-31,FA,AB
1615,1386,2021-09-24,2022-06-04,2022-07-01,FA,CE
1616,269,2021-03-31,2022-03-21,2022-05-13,FA,CE
1617,1739,2021-12-26,2022-06-29,2022-07-05,FA,CE
1618,1451,2021-06-01,2022-06-13,9999-12-31,FA,AB
1619,1426,2021-06-28,2021-12-02,9999-12-31,RE,AB
1620,21,2022-03-25,2022-03-19,9999-12-31,FA,AB
1621,1305,2020-11-30,2022-06-27,2022-07-05,RE,CE
1622,70,2021-01-26,2020-10-26,9999-12-31,RE,AB
1623,1387,2022-03-25,2021-04-24,9999-12-31,IN,AB
1624,49,2021-07-02,2021-01-17,9999-12-31,IN,AB
1625,398,2020-10-27,2021-06-19,9999-12-31,FA,AB
1626,1739,2022-01-08,2021-06-24,2022-03-01,IN,CE
1627,1923,2021-10-30,2021-04-28,9999-12-31,IN,AB
1628,1939,2021-11-29,2022-02-27,2022-06-04,RE,CE
1629,1230,2020-11-14,2021-12-17,9999-12-31,IN,AB
1630,1688,2022-03-03,2021-12-27,9999-12-31,FA,AB
1631,1046,2021-05-29,2021-07-10,9999-12-31,RE,AB
1632,1814,2021-07-05,2022-06-12,2022-06-14,FA,CE
1633,821,2021-09-03,2021-07-22,2021-08-24,FA,CE
1634,691,2022-02-28,2020-10-11,2021-08-29,IN,CE
1635,968,2022-06-26,2020-10-30,9999-12-31,FA,AB
1636,776,2021-02-11,2021-01-24,9999-12-31,FA,AB
1637,141,2021-12-14,2022-01-12,9999-12-31,RE,AB
1638,1492,2020-10-30,2021-10-10,2022-06-15,RE,CE
1639,979,2022-06-12,2022-04-07,9999-12-31,RE,AB
1640,455,2020-11-10,2021-09-19,2022-02-11,RE,CE
1641,118,2021-10-22,2021-08-02,2021-11-25,FA,CE
1642,1587,2021-01-31,2021-02-11,2021-08-17,RE,CE
1643,1287,2021-06-22,2021-05-29,2022-06-23,IN,CE
1644,545,2022-02-19,2021-07-16,9999-12-31,RE,AB
1645,531,2021-09-01,2021-02-02,9999-12-31,RE,AB
1646,645,2021-05-09,2022-03-03,2022-06-19,FA,CE
1647,1210,2021-02-27,2021-06-23,2021-10-03,FA,CE
1648,1237,2021-02-08,2021-07-26,9999-12-31,IN,AB
1649,1639,2021-04-07,2021-07-27,9999-12-31,RE,AB
1650,1828,2021-08-24,2021-02-09,9999-12-31,FA,AB
1651,1786,2022-02-21,2021-02-20,2022-01-05,IN,CE
1652,1928,2021-06-24,2021-04-28,9999-12-31,RE,AB
1653,127,2020-10-15,2022-02-18,9999-12-31,FA,AB
1654,1273,2021-06-08,2021-08-23,9999-12-31,RE,AB
1655,1162,2021-04-28,2021-05-12,9999-12-31,RE,AB
1656,1922,2022-04-13,2021-09-25,9999-12-31,RE,AB
1657,1302,2021-12-03,2021-02-16,9999-12-31,IN,AB
1658,304,2021-03-11,2021-06-07,9999-12-31,RE,AB
1659,1513,2022-05-08,2022-02-28,2022-03-20,RE,CE
1660,1069,2021-07-31,2022-02-03,2022-02-27,FA,CE
1661,1510,2021-05-08,2021-12-05,2021-12-24,RE,CE
1662,645,2022-02-25,2022-02-03,2022-06-01,RE,CE
1663,824,2022-06-18,2021-05-02,2021-06-22,IN,CE
1664,937,2021-11-01,2021-12-23,9999-12-31,IN,AB
1665,1595,2021-01-02,2021-02-25,9999-12-31,IN,AB
1666,674,2022-06-14,2022-01-11,2022-04-13,IN,CE
1667,1347,2020-10-28,2021-01-23,2021-04-07,FA,CE
1668,1893,2022-03-04,2021-12-29,2022-03-08,IN,CE
1669,332,2022-03-30,2021-07-10,9999-12-31,FA,AB
1670,1415,2022-05-21,2021-03-23,9999-12-31,IN,AB
1671,1972,2021-10-10,2020-12-06,9999-12-31,IN,AB
1672,1868,2022-06-12,2020-11-09,2022-01-26,RE,CE
1673,1663,2020-10-23,2022-01-05,9999-12-31,IN,AB
1674,733,2021-12-01,2021-12-09,2022-06-25,FA,CE
1675,407,2020-12-24,2021-08-23,9999-12-31,IN,AB
1676,1380,2020-12-19,2022-03-22,9999-12-31,FA,AB
1677,1911,2022-03-07,2021-08-22,2022-05-14,IN,CE
1678,1331,2022-05-27,2021-10-29,2021-11-23,IN,CE
1679,1064,2021-03-29,2021-07-26,9999-12-31,IN,AB
1680,551,2021-05-16,2021-04-17,9999-12-31,FA,AB
1681,468,2021-03-17,2021-09-05,9999-12-31,RE,AB
1682,1214,2021-03-19,2022-03-10,2022-06-01,RE,CE
1683,694,2022-04-03,2021-04-05,2021-10-09,RE,CE
1684,55,2022-03-09,2022-05-19,2022-06-22,IN,CE
1685,864,2021-12-20,2021-10-05,2022-03-03,RE,CE
1686,1865,2021-03-03,2021-06-19,9999-12-31,IN,AB
1687,34,2021-04-08,2021-05-21,9999-12-31,RE,AB
1688,1023,2021-01-16,2021-10-01,2022-02-26,IN,CE
1689,422,2021-12-03,2022-05-11,2022-06-02,RE,CE
1690,540,2022-03-29,2020-11-10,2021-09-25,IN,CE
1691,1156,2021-04-16,2021-07-11,2022-04-02,FA,CE
1692,288,2021-03-01,2022-03-05,9999-12-31,RE,AB
1693,519,2020-10-28,2021-09-18,2022-05-11,IN,CE
1694,1696,2021-10-31,2022-01-18,9999-12-31,IN,AB
1695,1146,2020-11-13,2021-05-22,2021-06-07,IN,CE
1696,1631,2021-01-05,2021-11-20,9999-12-31,IN,AB
1697,756,2021-01-10,2022-05-20,9999-12-31,RE,AB
1698,1346,2022-03-03,2020-12-26,2021-06-23,FA,CE
1699,268,2021-06-13,2022-07-05,2022-07-05,FA,CE
1700,375,2022-01-11,2022-02-03,2022-03-13,FA,CE
1701,817,2021-12-17,2021-07-03,2021-08-10,FA,CE
1702,1072,2021-09-20,2022-03-16,9999-12-31,RE,AB
1703,671,2021-05-12,2022-03-05,9999-12-31,FA,AB
1704,704,2022-02-20,2021-04-23,9999-12-31,FA,AB
1705,136,2020-12-24,2021-04-11,9999-12-31,FA,AB
1706,875,2021-12-11,2021-11-16,9999-12-31,IN,AB
1707,1396,2022-04-15,2022-01-14,2022-03-19,IN,CE
1708,291,2021-10-21,2021-12-23,2022-04-30,RE,CE
1709,400,2020-10-19,2021-10-27,9999-12-31,RE,AB
1710,214,2021-09-11,2021-04-20,2022-02-11,FA,CE
1711,1484,2021-03-07,2021-12-22,2021-12-30,RE,CE
1712,534,2022-06-06,2021-11-07,2022-05-31,FA,CE
1713,1501,2021-08-01,2022-01-24,2022-06-17,FA,CE
1714,1816,2021-01-27,2020-11-14,2021-08-07,IN,CE
1715,1782,2021-06-29,2022-03-21,2022-04-21,IN,CE
1716,68,2022-01-09,2021-07-08,9999-12-31,IN,AB
1717,1274,2020-10-11,2022-03-03,9999-12-31,FA,AB
1718,1297,2021-04-15,2021-04-24,9999-12-31,IN,AB
1719,905,2021-04-23,2021-09-22,2022-04-24,RE,CE
1720,1690,2021-01-29,2021-10-28,9999-12-31,RE,AB
1721,1347,2022-06-29,2021-07-18,9999-12-31,RE,AB
1722,75,2021-02-21,2021-08-16,9999-12-31,RE,AB
1723,1165,2021-08-26,2022-02-15,9999-12-31,FA,AB
1724,1456,2021-12-26,2022-02-25,2022-06-29,IN,CE
1725,912,2020-10-12,2021-12-21,9999-12-31,FA,AB
1726,1049,2022-05-11,2022-01-21,2022-06-30,RE,CE
1727,1916,2021-02-10,2021-09-25,9999-12-31,RE,AB
1728,1253,2022-03-09,2021-06-05,9999-12-31,IN,AB
1729,861,2020-10-12,2021-04-26,2021-06-04,RE,CE
1730,1949,2021-07-28,2022-06-16,2022-07-03,RE,CE
1731,1362,2021-03-31,2021-03-21,2021-12-21,FA,CE
1732,786,2021-02-25,2021-02-14,2021-07-15,IN,CE
1733,1541,2021-05-13,2021-10-27,2022-02-24,FA,CE
1734,906,2021-05-15,2020-11-22,9999-12-31,IN,AB
1735,1512,2021-09-15,2022-04-29,9999-12-31,FA,AB
1736,361,2021-09-20,2021-07-14,9999-12-31,IN,AB
1737,1820,2022-02-20,2022-04-03,9999-12-31,FA,AB
1738,154,2021-03-10,2021-03-29,9999-12-31,FA,AB
1739,614,2021-07-28,2021-10-10,2021-12-25,FA,CE
1740,1093,2022-03-03,2020-12-13,9999-12-31,RE,AB
1741,335,2021-08-25,2022-06-28,9999-12-31,FA,AB
1742,1256,2021-07-09,2021-09-26,9999-12-31,IN,AB
1743,807,2021-05-07,2020-11-25,9999-12-31,FA,AB
1744,1012,2021-08-02,2021-03-13,2021-09-15,RE,CE
1745,1982,2021-08-17,2021-12-05,9999-12-31,IN,AB
1746,1615,2020-12-31,2021-02-16,2021-07-20,RE,CE
1747,1652,2021-01-13,2021-05-20,2022-02-03,FA,CE
1748,1840,2020-12-29,2022-06-08,2022-06-30,RE,CE
1749,1462,2021-01-24,2021-12-06,2022-05-24,IN,CE
1750,780,2021-12-18,2021-01-28,9999-12-31,IN,AB
1751,292,2020-11-04,2021-12-21,2022-05-19,IN,CE
1752,199,2021-09-29,2020-11-07,9999-12-31,FA,AB
1753,1491,2022-02-03,2021-10-22,9999-12-31,RE,AB
1754,279,2021-06-28,2021-06-15,9999-12-31,FA,AB
1755,707,2021-06-05,2022-02-12,9999-12-31,RE,AB
1756,1228,2021-11-30,2022-03-18,9999-12-31,FA,AB
1757,1834,2020-11-03,2021-10-05,9999-12-31,FA,AB
1758,1265,2021-05-19,2022-04-29,2022-05-14,IN,CE
1759,708,2021-07-22,2020-10-24,2020-11-07,IN,CE
1760,1652,2021-10-11,2021-08-17,2022-04-26,RE,CE
1761,871,2021-01-10,2021-04-23,9999-12-31,RE,AB
1762,801,2022-03-26,2021-04-06,9999-12-31,FA,AB
1763,1901,2021-01-05,2021-12-15,2022-03-22,IN,CE
1764,1584,2021-07-29,2022-05-19,2022-06-12,IN,CE
1765,1906,2021-12-28,2021-03-09,9999-12-31,FA,AB
1766,732,2022-04-19,2022-06-08,9999-12-31,RE,AB
1767,1553,2021-06-26,2022-03-08,9999-12-31,RE,AB
1768,1446,2021-12-18,2021-11-22,2022-05-22,FA,CE
1769,1762,2020-11-11,2022-05-27,9999-12-31,FA,AB
1770,1213,2021-06-04,2021-08-27,9999-12-31,FA,AB
1771,1370,2021-08-07,2022-01-06,2022-02-14,RE,CE
1772,228,2021-11-13,2021-12-25,2022-05-08,IN,CE
1773,901,2020-11-21,2022-05-27,9999-12-31,RE,AB
1774,909,2022-04-15,2021-08-08,2022-03-06,IN,CE
1775,1503,2021-07-23,2021-04-20,9999-12-31,IN,AB
